sample,component,rh,mc,constant,compliance,stiffness
1_cR-089-111-448_symm,eyy,65,13.127687202495727,E_avgRR,0.0009245430340528266,1081.6154177446995
1_cR-089-111-540,exx,65,11.672626380727799,E_cRL,3.088021040714007e-05,32383.19903962771
1_cR-089-111-540,eyy,65,11.672626380727799,E_cRR,0.0008884849943918416,1125.5114113485836
1_cR-089-111-540_symm,exx,65,11.672626380727799,E_avgRL,3.088021040714007e-05,32383.19903962771
1_cR-089-111-540_symm,eyy,65,11.672626380727799,E_avgRR,0.0008884849943918416,1125.5114113485836
1_cR-089-111-558,eyy,65,11.993110491986398,E_cRR,0.0008958282381472647,1116.2854188077185
1_cR-089-111-558_symm,eyy,65,11.993110491986398,E_avgRR,0.0008958282381472647,1116.2854188077185
1_cR-089-111-577,eyy,65,13.184797381940328,E_cRR,0.0009261081654080727,1079.787477696375
1_cR-089-111-577_symm,eyy,65,13.184797381940328,E_avgRR,0.0009261081654080727,1079.787477696375
1_cR-089-111-595,eyy,65,13.127687202495727,E_cRR,0.0009245430340528266,1081.6154177446995
1_cR-089-111-595_symm,eyy,65,13.127687202495727,E_avgRR,0.0009245430340528266,1081.6154177446995
1_cR-089-111-613,exx,35,7.941269007304386,E_cRL,3.126597221747312e-05,31983.652804538277
1_cR-089-111-613,eyy,35,7.941269007304386,E_cRR,0.0008233586898371714,1214.5374942210926
1_cR-089-111-613_symm,exx,35,7.941269007304386,E_avgRL,3.126597221747312e-05,31983.652804538277
1_cR-089-111-613_symm,eyy,35,7.941269007304386,E_avgRR,0.0008233586898371714,1214.5374942210926
1_cR-089-111-632,exx,35,7.941269007304386,E_cRL,3.126597221747312e-05,31983.652804538277
1_cR-089-111-632,eyy,35,7.941269007304386,E_cRR,0.0008233586898371714,1214.5374942210926
1_cR-089-111-632_symm,exx,35,7.941269007304386,E_avgRL,3.126597221747312e-05,31983.652804538277
1_cR-089-111-632_symm,eyy,35,7.941269007304386,E_avgRR,0.0008233586898371714,1214.5374942210926
1_cR-089-111-668,eyy,35,7.992733684203689,E_cRR,0.0008240354825707713,1213.5399763129935
1_cR-089-111-668_symm,eyy,35,7.992733684203689,E_avgRR,0.0008240354825707713,1213.5399763129935
1_cT-037-178-095,eyy,90,20.221325876563263,E_cTT,0.001956593950499049,511.092247701645
1_cT-037-178-095_symm,eyy,90,20.221325876563263,E_avgTT,0.001956593950499049,511.092247701645
1_cT-037-178-109,eyy,35,8.152330335303674,E_cTT,0.0015056491402849837,664.1653578141875
1_cT-037-178-109_symm,eyy,35,8.152330335303674,E_avgTT,0.0015056491402849837,664.1653578141875
