component,x,data,fit,confidence,prediction
E_avgLL,7.941269007304386,1.6296290481541433,-0.0036053614301942054,0.7399933554907647,2.556910391640172
E_avgLL,8.051037014695876,-0.06321113183773974,-0.003600920826375478,0.739990614858737,2.556909598477433
E_avgLL,8.051037014695876,0.2714383283620254,-0.003600920826375478,0.739990614858737,2.556909598477433
E_avgLL,8.051037014695876,-1.160074909904985,-0.003600920826375478,0.739990614858737,2.556909598477433
E_avgLL,8.152330335303674,1.185531582319948,-0.0035963673301767744,0.7399878046634167,2.556908785185267
E_avgLL,12.982527190849636,1.6744771696943772,0.0022663785659182267,0.7364630747344805,2.5558909298235677
E_avgLL,12.982527190849636,2.2889391947314195,0.0022663785659182267,0.7364630747344805,2.5558909298235677
E_avgLL,12.982527190849636,-1.737317434190171,0.0022663785659182267,0.7364630747344805,2.5558909298235677
E_avgLL,12.982527190849636,-1.4455125053228741,0.0022663785659182267,0.7364630747344805,2.5558909298235677
E_avgLL,13.127687202495727,2.698140550390953,0.003187889568864133,0.735926070201782,2.5557362472504193
E_avgLL,13.127687202495727,-5.355576456348027,0.003187889568864133,0.735926070201782,2.5557362472504193
E_avgLL,19.512817518195284,3.5427679103831373,1.888997110595807,1.7305402419425076,2.9974939722523963
E_avgLL,19.512817518195284,0.25055878369345663,1.888997110595807,1.7305402419425076,2.9974939722523963
E_avgRL,7.941269007304386,3.4668197102267193,-0.0027147425053864224,1.1945167783657815,3.579698626276611
E_avgRL,7.941269007304386,1.6143233194862958,-0.0027147425053864224,1.1945167783657815,3.579698626276611
E_avgRL,7.951772997597718,-4.136755758086393,-0.002714439288123561,1.1945167273237889,3.5796986092443075
E_avgRL,11.672626380727799,2.448333429066807,-0.0015452709940171245,1.1943199155795285,3.579632939551091
E_avgRL,11.672626380727799,-0.84103392710165,-0.0015452709940171245,1.1943199155795285,3.579632939551091
E_avgRL,11.993110491986398,1.0615304769154967,-0.0010927530898910917,1.1942437409824185,3.5796075251408466
E_avgRL,13.127687202495727,-0.013659297851278396,0.0023863937884649015,1.1936580771899146,3.579412176099592
E_avgRL,13.127687202495727,0.11238964527438888,0.0023863937884649015,1.1936580771899146,3.579412176099592
E_avgRL,19.3727152253204,-4.0687174430630115,1.7226936177484704,0.8855691893568308,3.488782697490259
E_avgRL,19.512817518195284,4.953607943725292,1.8834333754180754,0.8530800248902242,3.480677728551725
E_avgRL,19.512817518195284,-1.0955732463884313,1.8834333754180754,0.8530800248902242,3.480677728551725
E_avgRR,7.941269007304386,0.8773739847224231,-0.016047220751209436,0.3950909145631377,1.5233914106002955
E_avgRR,7.941269007304386,0.1859377252806187,-0.016047220751209436,0.3950909145631377,1.5233914106002955
E_avgRR,7.951772997597718,-1.7300236699462008,-0.01604542155482002,0.3950906015136121,1.5233913294110644
E_avgRR,7.992733684203689,-3.614969982765821,-0.01603822218359966,0.39508934889576475,1.5233910045458785
E_avgRR,7.992733684203689,0.1523371573770529,-0.01603822218359966,0.39508934889576475,1.5233910045458785
E_avgRR,8.152330335303674,1.6640889248453359,-0.016007181656464246,0.3950839487100045,1.5233896040241022
E_avgRR,11.672626380727799,1.134590506866811,-0.009114865786942077,0.39390709361756154,1.5230848162602948
E_avgRR,11.672626380727799,1.4293321444945093,-0.009114865786942077,0.39390709361756154,1.5230848162602948
E_avgRR,11.993110491986398,1.7535371365927475,-0.006436156213413412,0.39346165133273314,1.5229696747440191
E_avgRR,11.993110491986398,0.013499561521086889,-0.006436156213413412,0.39346165133273314,1.5229696747440191
E_avgRR,13.127687202495727,1.375934695939108,0.014090018259889397,0.3902706353723525,1.522148392225397
E_avgRR,13.127687202495727,-0.8913701971163803,0.014090018259889397,0.3902706353723525,1.522148392225397
E_avgRR,13.184797381940328,-0.1262673185332055,0.01586110420270994,0.39001374775092923,1.5220825478781193
E_avgRR,13.184797381940328,-2.2765558307726366,0.01586110420270994,0.39001374775092923,1.5220825478781193
E_avgRR,19.30919511933619,2.879810999495099,4.052231300541789,0.6673111482647687,1.6155273837725146
E_avgRR,19.3727152253204,3.9625617437144385,4.1225375948582155,0.6480956317980187,1.6076854502906015
