component,sample,constant,mc,rh,load_type,direction,label,outlier,mc_mean
E_RR,5_TR-202-131-432,772.3225975197297,0.2103062326004205,95.0,tension,TR,"$E_{t,RR}$",False,21.190907347224755
E_RR,5_TR-202-131-463,759.950804407197,0.2116383474455873,95.0,tension,TR,"$E_{t,RR}$",False,21.190907347224755
E_RR,5_TR-202-131-495,758.4422598682704,0.2097925875552532,95.0,tension,TR,"$E_{t,RR}$",False,21.190907347224755
E_RR,5_TR-202-131-526,763.939511915783,0.2091692656648708,95.0,tension,TR,"$E_{t,RR}$",False,21.190907347224755
E_RR,5_TR-202-131-557,784.6178008643262,0.2079027355623101,95.0,tension,TR,"$E_{t,RR}$",False,21.190907347224755
E_RR,5_TR-202-131-589,768.3316503778206,0.206994523667516,95.0,tension,TR,"$E_{t,RR}$",False,21.190907347224755
E_RR,5_TR-202-131-620,755.9712647956039,0.2083129584352077,95.0,tension,TR,"$E_{t,RR}$",False,21.190907347224755
E_RR,5_TR-202-131-651,729.1905248988654,0.2095123626373625,95.0,tension,TR,"$E_{t,RR}$",False,21.190907347224755
E_RR,5_TR-202-131-683,717.9229991121447,0.2099634160283526,95.0,tension,TR,"$E_{t,RR}$",False,21.190907347224755
E_RR,5_TR-202-131-714,694.3970129328334,0.2108669527896995,95.0,tension,TR,"$E_{t,RR}$",True,21.190907347224755
