sample,component,times,KV_model,strain_corrected,strain_experiment
1_cLx-202-143-706,eyy,2025-06-03 10:33:41.500,1.1564523580571315,1.0686766292107446,1.0686766292107446
1_cLx-202-143-706,eyy,2025-06-03 11:33:41.500,1.1601898599837286,1.0852872952166979,1.0852872952166979
1_cLx-202-143-706,eyy,2025-06-03 12:33:41.500,1.163745082007677,1.0763005696683852,1.0763005696683852
1_cLx-202-143-706,eyy,2025-06-03 13:33:41.500,1.1671269140245322,1.1004293755375223,1.1004293755375223
1_cLx-202-143-706,eyy,2025-06-03 14:33:41.500,1.170343812364222,1.0648320630365828,1.0648320630365828
1_cLx-202-143-706,eyy,2025-06-03 15:33:41.500,1.1734038209364144,1.100887537217973,1.100887537217973
1_cLx-202-143-706,eyy,2025-06-03 16:33:41.500,1.1763145913445638,1.1080417852858595,1.1080417852858595
1_cLx-202-143-706,eyy,2025-06-03 17:33:41.500,1.1790834020189567,1.0768682570380295,1.0768682570380295
1_cLx-202-143-706,eyy,2025-06-03 19:33:42.000,1.1842228396674699,1.0909518056256489,1.0909518056256489
1_cLx-202-143-706,eyy,2025-06-03 21:33:41.500,1.1888725496086479,1.092369308266464,1.092369308266464
1_cLx-202-143-706,eyy,2025-06-03 23:33:41.500,1.1930800890063247,1.101067427503788,1.101067427503788
1_cLx-202-143-706,eyy,2025-06-04 01:33:41.500,1.1968872289017694,1.1006522494143036,1.1006522494143036
1_cLx-202-143-706,eyy,2025-06-04 03:33:42.000,1.2003322998007437,1.1142280821823223,1.1142280821823223
1_cLx-202-143-706,eyy,2025-06-04 05:33:41.500,1.2034490963749522,1.0889021848323472,1.0889021848323472
1_cLx-202-143-706,eyy,2025-06-04 07:33:42.500,1.2062698696054677,1.0934536296041706,1.0934536296041706
1_cLx-202-143-706,eyy,2025-06-04 09:33:41.500,1.2088215020784294,1.1154898907543123,1.1154898907543123
1_cLx-202-143-706,eyy,2025-06-04 11:33:42.500,1.2111309573526623,1.1420901532391647,1.1420901532391647
1_cLx-202-143-706,eyy,2025-06-04 13:33:42.500,1.21322033472368,1.137770183177181,1.137770183177181
1_cLx-202-143-706,eyy,2025-06-04 15:33:42.500,1.2151108823107717,1.1483375211904807,1.1483375211904807
1_cLx-202-143-706,eyy,2025-06-04 17:33:42.500,1.2168215212627935,1.2110508570245684,1.2110508570245684
1_cLx-202-143-706,eyy,2025-06-04 20:33:42.500,1.2190871523944629,1.2171964907871484,1.2171964907871484
1_cLx-202-143-706,eyy,2025-06-04 23:33:42.500,1.221037200801447,1.2312866086378746,1.2312866086378746
1_cLx-202-143-706,eyy,2025-06-05 02:33:42.500,1.2227156246186415,1.2231113851172999,1.2231113851172999
1_cLx-202-143-706,eyy,2025-06-05 05:33:42.500,1.2241602589636955,1.233066341447118,1.233066341447118
1_cLx-202-143-706,eyy,2025-06-05 08:33:42.500,1.2254036688244685,1.220157814817533,1.220157814817533
1_cLx-202-143-706,eyy,2025-06-05 11:33:42.500,1.2264738831460693,1.2175620285218025,1.2175620285218025
1_cLx-202-143-706,eyy,2025-06-05 14:33:42.500,1.2273950266654248,1.2241475603016616,1.2241475603016616
1_cLx-202-143-706,eyy,2025-06-05 17:33:42.500,1.228187863736334,1.2093907797796417,1.2093907797796417
1_cLx-202-143-706,eyy,2025-06-05 20:33:42.500,1.228870266404029,1.1398233564525009,1.1398233564525009
1_cLx-202-143-706,eyy,2025-06-05 23:33:42.500,1.2294576172806846,1.1486369178537184,1.1486369178537184
1_cLx-202-143-706,eyy,2025-06-06 02:33:42.500,1.229963156303581,1.1588466975972205,1.1588466975972205
1_cLx-202-143-706,eyy,2025-06-06 05:33:42.500,1.2303982791926227,1.1640688909493226,1.1640688909493226
1_cLx-202-143-706,eyy,2025-06-06 08:33:42.500,1.230772794335103,1.182062448614597,1.182062448614597
1_cLx-202-143-706,eyy,2025-06-06 11:33:42.500,1.2310951438884734,1.2361514459386358,1.2361514459386358
1_cLx-202-143-706,eyy,2025-06-06 14:33:42.500,1.2313725940852571,1.2204584425462706,1.2204584425462706
1_cLx-202-143-706,eyy,2025-06-06 17:33:42.500,1.2316113990300086,1.2381957364170877,1.2381957364170877
1_cLx-202-143-706,eyy,2025-06-06 20:33:43.000,1.2318169505006735,1.2435782247939213,1.2435782247939213
1_cLx-202-143-706,eyy,2025-06-06 23:33:42.500,1.2319938551923066,1.2039678236528941,1.2039678236528941
1_cLx-202-143-706,eyy,2025-06-07 02:33:42.500,1.2321461273587306,1.1690150971565243,1.1690150971565243
1_cLx-202-143-706,eyy,2025-06-07 05:33:43.000,1.2322771961301489,1.1120156269674115,1.1120156269674115
1_cLx-202-143-706,eyy,2025-06-07 08:33:43.500,1.232390008546592,1.102228023861459,1.102228023861459
1_cLx-202-143-706,eyy,2025-06-07 11:33:43.500,1.2324871034991804,1.1069928334061032,1.1069928334061032
1_cLx-202-143-706,eyy,2025-06-07 14:33:43.500,1.2325706751299392,1.1402447030010467,1.1402447030010467
1_cLx-202-143-706,eyy,2025-06-07 17:33:43.000,1.2326426040273168,1.1583582904233676,1.1583582904233676
1_cLx-202-143-706,eyy,2025-06-07 20:33:43.000,1.2327045180890734,1.2114653970688107,1.2114653970688107
1_cLx-202-143-706,eyy,2025-06-07 23:33:43.500,1.232757811486814,1.1986394729323708,1.1986394729323708
1_cLx-202-143-706,eyy,2025-06-08 02:33:43.000,1.232803678453411,1.1582139738632307,1.1582139738632307
1_cLx-202-143-706,eyy,2025-06-08 05:33:43.500,1.2328431613341666,1.1384253353543083,1.1384253353543083
1_cLx-202-143-706,eyy,2025-06-08 08:33:43.500,1.232877144010131,1.162051604263294,1.162051604263294
1_cLx-202-143-706,eyy,2025-06-08 11:33:43.500,1.2329063942957172,1.213437875327564,1.213437875327564
1_cLx-202-143-706,eyy,2025-06-08 14:33:43.500,1.2329315713609854,1.238711093152187,1.238711093152187
1_cLx-202-143-706,eyy,2025-06-08 17:33:43.500,1.2329532425590715,1.2651870876872162,1.2651870876872162
1_cLx-202-143-706,eyy,2025-06-08 20:33:43.500,1.232971896215549,1.27018273443307,1.27018273443307
1_cLx-202-143-706,eyy,2025-06-08 23:33:43.500,1.2329879526363345,1.2343472073714221,1.2343472073714221
1_cLx-202-143-706,eyy,2025-06-09 02:33:43.500,1.233001773582282,1.2601726510898363,1.2601726510898363
1_cLx-202-143-706,eyy,2025-06-09 05:33:43.500,1.2330136704240384,1.3159913234367946,1.3159913234367946
1_cLx-202-143-706,eyy,2025-06-09 08:33:43.500,1.2330239111609955,1.3201247122283486,1.3201247122283486
1_cLx-202-143-706,eyy,2025-06-09 11:33:44.000,1.2330327268408525,1.2760564907646472,1.2760564907646472
1_cLx-202-143-706,eyy,2025-06-09 14:33:43.500,1.2330403148679054,1.342280218076493,1.342280218076493
1_cLx-202-143-706,eyy,2025-06-09 17:33:43.500,1.2330468472614817,1.419901772584623,1.419901772584623
1_cLx-202-143-706,eyy,2025-06-09 20:33:43.500,1.2330524707250685,1.418020150289813,1.418020150289813
1_cLx-202-143-706,eyy,2025-06-09 23:33:43.500,1.233057311853308,1.3930374847509208,1.3930374847509208
1_cLx-202-143-706,eyy,2025-06-10 02:33:44.500,1.2330614799651212,1.4578270642685403,1.4578270642685403
1_cLx-202-143-706,eyy,2025-06-10 05:33:43.500,1.2330650677712678,1.4321823603531783,1.4321823603531783
1_cLx-202-143-706,eyy,2025-06-10 08:33:44.500,1.2330681573308588,1.3783819275844922,1.3783819275844922
1_cLx-202-143-706,eyy,2025-06-10 11:33:44.000,1.2330708170819795,1.4506636507379735,1.4506636507379735
1_cLx-202-143-706,eyy,2025-06-10 14:33:43.500,1.2330731072773817,1.3647451672540174,1.3647451672540174
1_cLx-202-143-706,eyy,2025-06-10 17:33:44.000,1.2330750795492813,1.4483022037184714,1.4483022037184714
1_cLx-202-143-706,eyy,2025-06-10 20:33:44.500,1.2330767779763891,1.3371442288291797,1.3371442288291797
1_cLx-202-143-706,eyy,2025-06-10 23:33:44.500,1.23307824063123,1.4429932443626075,1.4429932443626075
1_cLx-202-143-706,eyy,2025-06-11 02:33:44.500,1.2330795004172928,1.3383509450630242,1.3383509450630242
1_cLx-202-143-706,eyy,2025-06-11 05:33:44.500,1.2330805855821685,1.440851189172708,1.440851189172708
1_cLx-202-143-706,eyy,2025-06-11 08:33:44.000,1.2330815203987993,1.3648199342085188,1.3648199342085188
1_cLx-202-143-706,eyy,2025-06-11 11:33:44.500,1.2330823259142025,1.331321516473436,1.331321516473436
1_cLx-202-143-706,eyy,2025-06-11 14:33:44.500,1.2330830200198162,1.4563834855081972,1.4563834855081972
1_cLx-202-143-706,eyy,2025-06-11 17:33:44.500,1.2330836182588611,1.3303628051305187,1.3303628051305187
1_cLx-202-143-706,eyy,2025-06-11 20:33:44.500,1.233084133975108,1.3843592399103404,1.3843592399103404
1_cLx-202-143-706,eyy,2025-06-11 23:33:44.500,1.2330845786537872,1.330678354344889,1.330678354344889
1_cLx-202-143-706,eyy,2025-06-12 02:33:44.500,1.2330849621804663,1.3806605068328268,1.3806605068328268
1_cLx-202-143-706,eyy,2025-06-12 05:33:44.500,1.2330852930638687,1.3397772963959944,1.3397772963959944
1_cLx-202-143-706,eyy,2025-06-12 08:33:44.500,1.2330855786276544,1.2921290458159425,1.2921290458159425
1_cLx-202-143-706,eyy,2025-06-12 11:33:44.500,1.2330858251754884,1.3473088201520926,1.3473088201520926
1_cLx-202-143-706,eyy,2025-06-12 14:33:44.500,1.2330860381331155,1.3813288516245847,1.3813288516245847
1_cLx-202-143-706,eyy,2025-06-12 17:33:45.500,1.2330862221864758,1.3654080885891142,1.3654080885891142
1_cLx-202-143-706,eyy,2025-06-12 20:33:45.500,1.2330863813214994,1.3365499444808655,1.3365499444808655
1_cLx-202-143-706,eyy,2025-06-12 23:33:45.000,1.2330865190104607,1.414741607480543,1.414741607480543
1_cLx-202-143-706,eyy,2025-06-13 02:33:45.000,1.2330866382440804,1.3784181972844582,1.3784181972844582
1_cLx-202-143-706,eyy,2025-06-13 05:33:45.000,1.233086741578904,1.368832246340778,1.368832246340778
1_cLx-202-143-706,eyy,2025-06-13 08:33:45.500,1.2330868312252468,1.3396952614297146,1.3396952614297146
1_cLx-202-143-706,eyy,2025-06-13 11:33:44.500,1.2330869090673882,1.329718502108898,1.329718502108898
1_cLx-202-143-706,eyy,2025-06-13 14:33:45.500,1.233086976764708,1.3420032032675526,1.3420032032675526
1_cLx-202-143-706,eyy,2025-06-13 17:33:45.000,1.2330870357017023,1.3855164711237413,1.3855164711237413
1_cLx-202-143-706,eyy,2025-06-13 20:33:44.500,1.2330870870995674,1.3855965332045617,1.3855965332045617
1_cLx-202-143-706,eyy,2025-06-13 23:33:45.500,1.2330871320066732,1.3793885379855297,1.3793885379855297
1_cLx-202-143-706,eyy,2025-06-14 02:33:45.500,1.2330871713097828,1.375431026887882,1.375431026887882
1_cLx-202-143-706,eyy,2025-06-14 05:33:45.500,1.2330872057859743,1.3576641515351937,1.3576641515351937
1_cLx-202-143-706,eyy,2025-06-14 08:33:45.500,1.2330872361003655,1.340380831631031,1.340380831631031
1_cLx-202-143-706,eyy,2025-06-14 11:33:45.500,1.2330872628255334,1.3193345300568085,1.3193345300568085
1_cLx-202-143-706,eyy,2025-06-14 14:33:45.500,1.2330872864544014,1.3450508976593099,1.3450508976593099
1_cLx-202-143-706,eyy,2025-06-14 17:33:45.500,1.2330873074113338,1.355555635134493,1.355555635134493
1_cLx-202-143-706,eyy,2025-06-14 20:33:45.500,1.2330873260616841,1.322511266388473,1.322511266388473
1_cLx-202-143-706,eyy,2025-06-14 23:33:45.500,1.233087342720013,1.352456714794076,1.352456714794076
1_cLx-202-143-706,eyy,2025-06-15 02:33:45.500,1.233087357657162,1.3300005481148482,1.3300005481148482
1_cLx-202-143-706,eyy,2025-06-15 05:33:45.500,1.2330873711063408,1.311054855261628,1.311054855261628
1_cLx-202-143-706,eyy,2025-06-15 08:33:45.500,1.23308738326837,1.3015025705409677,1.3015025705409677
1_cLx-202-143-706,eyy,2025-06-15 11:33:46.000,1.233087394316677,1.280640016471724,1.280640016471724
1_cLx-202-143-706,eyy,2025-06-15 14:33:45.500,1.233087404398739,1.2762887609901339,1.2762887609901339
1_cLx-202-143-706,eyy,2025-06-15 17:33:46.000,1.2330874136447154,1.2859117302949685,1.2859117302949685
1_cLx-202-143-706,eyy,2025-06-15 20:33:46.000,1.23308742216377,1.2833681927125282,1.2833681927125282
1_cLx-202-143-706,eyy,2025-06-15 23:33:46.000,1.2330874300515475,1.2608571739774779,1.2608571739774779
1_cLx-202-143-706,eyy,2025-06-16 02:33:46.500,1.233087437390399,1.2810984396488718,1.2810984396488718
1_cLx-202-143-706,eyy,2025-06-16 05:33:46.500,1.2330874442503306,1.1896561689978387,1.1896561689978387
1_cLx-202-143-706,eyy,2025-06-16 08:33:46.500,1.2330874506926135,1.267028413183314,1.267028413183314
1_cLx-202-143-706,eyy,2025-06-16 11:33:46.500,1.233087456769764,1.1988581732948467,1.1988581732948467
1_cLx-202-143-706,eyy,2025-06-16 14:33:46.500,1.2330874625270642,1.1983772951506348,1.1983772951506348
1_cLx-202-143-706,eyy,2025-06-16 17:33:46.500,1.2330874680035677,1.2208869205016495,1.2208869205016495
1_cLx-202-143-706,eyy,2025-06-16 20:33:46.500,1.233087473232967,1.210146452915092,1.210146452915092
1_cLx-202-143-706,eyy,2025-06-16 23:33:46.500,1.2330874782443388,1.228810144268388,1.228810144268388
1_cLx-202-143-706,eyy,2025-06-17 02:33:46.500,1.2330874830627852,1.1860348655493647,1.1860348655493647
1_cLx-202-143-706,eyy,2025-06-17 05:33:47.500,1.2330874877104099,1.232713306700355,1.232713306700355
1_cLx-202-143-706,eyy,2025-06-17 08:33:46.500,1.233087492204679,1.2762730639666195,1.2762730639666195
1_cLx-202-143-706,eyy,2025-06-17 11:33:46.500,1.233087496563059,1.2273098328421455,1.2273098328421455
1_cLx-202-143-706,eyy,2025-06-17 14:33:46.500,1.2330875007991398,1.2945483373356452,1.2945483373356452
1_cLx-202-143-706,eyy,2025-06-17 17:33:46.500,1.2330875049250536,1.235422776035564,1.235422776035564
1_cLx-202-143-706,eyy,2025-06-17 20:33:46.500,1.2330875089513118,1.2043754295919376,1.2043754295919376
1_cLx-202-143-706,eyy,2025-06-17 23:33:46.500,1.2330875128870304,1.2050568468596117,1.2050568468596117
1_cLx-202-143-706,eyy,2025-06-18 02:33:47.000,1.2330875167402993,1.200530196593502,1.200530196593502
1_cLx-202-143-706,eyy,2025-06-18 05:33:47.500,1.2330875205178131,1.2096990512121446,1.2096990512121446
1_cLx-202-143-706,eyy,2025-06-18 08:33:47.000,1.2330875242252173,1.2045674776409276,1.2045674776409276
1_cLx-202-143-706,eyy,2025-06-18 11:33:47.500,1.2330875278684155,1.2136663268655934,1.2136663268655934
1_cLx-202-143-706,eyy,2025-06-18 14:33:47.000,1.233087531451285,1.210451485646254,1.210451485646254
1_cLx-202-143-706,eyy,2025-06-18 17:33:47.500,1.2330875349784718,1.2610405659274462,1.2610405659274462
1_cLx-202-143-706,eyy,2025-06-18 20:33:47.500,1.2330875384529705,1.2614404804226582,1.2614404804226582
1_cLx-202-143-706,eyy,2025-06-18 23:33:47.500,1.2330875418780092,1.2508513082230868,1.2508513082230868
1_cLx-202-143-706,eyy,2025-06-19 02:33:47.000,1.233087545256129,1.2287302961370328,1.2287302961370328
1_cLx-202-143-706,eyy,2025-06-19 05:33:47.500,1.2330875485901762,1.233870954810723,1.233870954810723
1_cLx-202-143-706,eyy,2025-06-19 08:33:47.500,1.2330875518817914,1.226582678667095,1.226582678667095
1_cLx-202-143-706,eyy,2025-06-19 11:33:47.500,1.2330875551330003,1.2331014670307228,1.2331014670307228
1_cLx-202-143-706,eyy,2025-06-19 14:33:47.500,1.2330875583454692,1.2259009063052695,1.2259009063052695
1_cLx-202-143-706,eyy,2025-06-19 17:33:47.500,1.2330875615206884,1.2574571872330855,1.2574571872330855
1_cLx-202-143-706,eyy,2025-06-19 20:33:47.500,1.2330875646599946,1.2714279523112895,1.2714279523112895
1_cLx-202-143-706,eyy,2025-06-19 23:33:58.000,1.2330875677675945,1.2598760966373388,1.2598760966373388
1_cLx-202-143-706,eyy,2025-06-20 02:33:47.500,1.2330875708355729,1.2276024415634463,1.2276024415634463
1_cLx-202-143-706,eyy,2025-06-20 05:33:47.500,1.2330875738739258,1.2377202094651423,1.2377202094651423
1_cLx-202-143-706,eyy,2025-06-20 08:33:47.500,1.2330875768805556,1.2233295733974243,1.2233295733974243
1_cLx-202-143-706,eyy,2025-06-20 11:33:47.000,1.2330875798561547,1.2293327056278902,1.2293327056278902
1_cLx-202-143-706,eyy,2025-06-20 14:33:57.500,1.2330875828046115,1.2361545470095534,1.2361545470095534
1_cLx-202-143-706,eyy,2025-06-20 17:33:47.500,1.2330875857180807,1.2459443488761182,1.2459443488761182
1_cLx-202-143-706,eyy,2025-06-20 20:33:47.500,1.233087588605497,1.2486946589466525,1.2486946589466525
1_cLx-202-143-706,eyy,2025-06-20 23:33:47.500,1.23308759146476,1.2670950087464388,1.2670950087464388
1_cLx-202-143-706,eyy,2025-06-21 02:33:48.500,1.2330875942967061,1.2799960159229156,1.2799960159229156
1_cLx-202-143-706,eyy,2025-06-21 05:33:48.000,1.233087597101223,1.2594740108011595,1.2594740108011595
1_cLx-202-143-706,eyy,2025-06-21 08:33:48.500,1.2330875998794733,1.2627113534597243,1.2627113534597243
1_cLx-202-143-706,eyy,2025-06-21 11:33:48.500,1.2330876026315554,1.2909738757709281,1.2909738757709281
1_cLx-202-143-706,eyy,2025-06-21 14:33:48.500,1.2330876053580608,1.2622292107010107,1.2622292107010107
1_cLx-202-143-706,eyy,2025-06-21 17:33:48.500,1.2330876080594313,1.277677752297959,1.277677752297959
1_cLx-202-143-706,eyy,2025-06-21 20:33:48.500,1.2330876107360906,1.281977880870705,1.281977880870705
1_cLx-202-143-706,eyy,2025-06-21 23:33:48.500,1.2330876133884456,1.2761330131346211,1.2761330131346211
1_cLx-202-143-706,eyy,2025-06-22 02:33:48.500,1.2330876160168884,1.2977694656815089,1.2977694656815089
1_cLx-202-143-706,eyy,2025-06-22 05:33:48.500,1.2330876186217978,1.2735669672096954,1.2735669672096954
1_cLx-202-143-706,eyy,2025-06-22 08:33:48.500,1.2330876212035409,1.3038425123282453,1.3038425123282453
1_cLx-202-143-706,eyy,2025-06-22 11:33:48.500,1.233087623762473,1.2892655424567865,1.2892655424567865
1_cLx-202-143-706,eyy,2025-06-22 14:33:48.500,1.2330876262989399,1.2646094818697462,1.2646094818697462
1_cLx-202-143-706,eyy,2025-06-22 17:33:48.500,1.233087628813278,1.2682425263706818,1.2682425263706818
1_cLx-202-143-706,eyy,2025-06-22 20:33:49.000,1.2330876313059298,1.282317189931285,1.282317189931285
1_cLx-202-143-706,eyy,2025-06-22 23:33:49.000,1.233087633776985,1.283407502480981,1.283407502480981
1_cLx-202-143-706,eyy,2025-06-23 02:33:49.000,1.2330876362268712,1.2946652565845502,1.2946652565845502
1_cLx-202-143-706,eyy,2025-06-23 05:33:49.000,1.2330876386558949,1.2839872056936057,1.2839872056936057
1_cLx-202-143-706,eyy,2025-06-23 08:33:49.500,1.2330876410644658,1.311881534699656,1.311881534699656
1_cLx-202-143-706,eyy,2025-06-23 11:33:48.500,1.2330876434524338,1.2976384631097195,1.2976384631097195
1_cLx-202-143-706,eyy,2025-06-23 14:33:48.500,1.2330876458206408,1.3331169035403263,1.3331169035403263
1_cLx-202-143-706,eyy,2025-06-23 17:34:00.000,1.2330876481716364,1.309755873756605,1.309755873756605
1_cLx-202-143-706,eyy,2025-06-23 20:33:49.000,1.233087650498334,1.3221864737173825,1.3221864737173825
1_cLx-202-143-706,eyy,2025-06-23 23:33:49.000,1.2330876528082602,1.3309125878612462,1.3309125878612462
1_cLx-202-143-706,eyy,2025-06-24 02:33:49.000,1.2330876550992995,1.3127658806968352,1.3127658806968352
1_cLx-202-143-706,eyy,2025-06-24 05:33:49.500,1.2330876573718195,1.2392116173835328,1.2392116173835328
1_cLx-202-143-706,eyy,2025-06-24 08:33:49.500,1.2330876596258666,1.237343579692491,1.237343579692491
1_cLx-202-143-706,eyy,2025-06-24 11:33:49.000,1.2330876618616975,1.2004942598371502,1.2004942598371502
1_cLx-202-143-706,eyy,2025-06-24 14:34:10.500,1.2330876640841661,1.2115996387343493,1.2115996387343493
1_cLx-202-143-706,eyy,2025-06-24 17:33:50.000,1.2330876662804224,1.2051115337937053,1.2051115337937053
1_cLx-202-143-706,eyy,2025-06-24 20:33:50.000,1.2330876684634946,1.2070758346066761,1.2070758346066761
1_cLx-202-143-706,eyy,2025-06-24 23:33:49.500,1.2330876706293261,1.2036665434900407,1.2036665434900407
1_cLx-202-143-706,eyy,2025-06-25 02:33:50.000,1.2330876727784505,1.1988755687440007,1.1988755687440007
1_cLx-202-143-706,eyy,2025-06-25 05:33:49.000,1.2330876749106015,1.2333149741594809,1.2333149741594809
1_cLx-202-143-706,eyy,2025-06-25 08:34:00.000,1.233087677028647,1.2348020649113973,1.2348020649113973
1_cLx-202-143-706,eyy,2025-06-25 11:33:49.500,1.2330876791262684,1.2008193884721163,1.2008193884721163
1_cLx-202-143-706,eyy,2025-06-25 14:33:50.000,1.2330876812100269,1.2175203188160493,1.2175203188160493
1_cLx-202-143-706,eyy,2025-06-25 17:33:49.500,1.233087683277801,1.201589961540744,1.201589961540744
1_cLx-202-143-706,eyy,2025-06-25 20:33:49.500,1.2330876853300925,1.2873395068168043,1.2873395068168043
1_cLx-202-143-706,eyy,2025-06-25 23:33:49.500,1.2330876873670147,1.2827349488857571,1.2827349488857571
1_cLx-202-143-706,eyy,2025-06-26 02:33:50.000,1.2330876893888671,1.2644638323597739,1.2644638323597739
1_cLx-202-143-706,eyy,2025-06-26 05:33:50.500,1.2330876913957587,1.2634234816331815,1.2634234816331815
1_cLx-202-143-706,eyy,2025-06-26 08:33:49.500,1.2330876933876143,1.2564863463208626,1.2564863463208626
1_cLx-202-143-706,eyy,2025-06-26 11:33:50.000,1.2330876953651846,1.2326648511153266,1.2326648511153266
1_cLx-202-143-706,eyy,2025-06-26 14:33:49.500,1.2330876973282048,1.2255740976178082,1.2255740976178082
1_cLx-202-143-706,eyy,2025-06-26 17:34:00.500,1.2330876992791184,1.2543311338873457,1.2543311338873457
1_cLx-202-143-706,eyy,2025-06-26 20:33:50.500,1.2330877012122676,1.2253523304621408,1.2253523304621408
1_cLx-202-143-706,eyy,2025-06-26 23:33:50.500,1.2330877031334138,1.1947721127493904,1.1947721127493904
1_cLx-202-143-706,eyy,2025-06-27 02:33:50.500,1.2330877050409417,1.0331886979469267,1.0331886979469267
1_cLx-202-143-706,eyy,2025-06-27 05:33:50.500,1.233087706935032,0.9861280896029275,0.9861280896029275
1_cLx-202-143-706,eyy,2025-06-27 08:33:51.000,1.2330877088159489,0.9826659914886808,0.9826659914886808
1_cLx-202-143-706,eyy,2025-06-27 11:33:50.500,1.2330877106836073,0.986817738478629,0.986817738478629
1_cLx-202-143-706,eyy,2025-06-27 14:33:50.500,1.23308771253844,0.9900575205415619,0.9900575205415619
1_cLx-202-143-706,eyy,2025-06-27 17:33:51.000,1.2330877143806156,1.0346014763230378,1.0346014763230378
1_cLx-202-143-706,eyy,2025-06-27 20:33:50.500,1.2330877162100462,1.0587824824090704,1.0587824824090704
1_cLx-202-143-706,eyy,2025-06-30 09:02:55.000,1.2330877506559836,1.042526806574605,1.042526806574605
1_cLx-202-143-706,eyy,2025-06-30 12:02:18.500,1.233087752249133,1.0247676712556315,1.0247676712556315
1_cLx-202-143-706,eyy,2025-06-30 15:02:18.500,1.2330877538382663,1.0290743020303945,1.0290743020303945
1_cLx-202-143-706,eyy,2025-06-30 18:02:39.000,1.233087755421074,1.0371121799264986,1.0371121799264986
1_cLx-202-143-706,eyy,2025-06-30 21:02:19.000,1.2330877569887757,1.0457756336364232,1.0457756336364232
1_cLx-202-143-706,eyy,2025-07-01 00:02:28.500,1.2330877585516813,1.0525517690768773,1.0525517690768773
1_cLx-202-143-706,eyy,2025-07-01 09:31:08.500,1.2330877634265542,1.033991798484969,1.033991798484969
1_cLx-202-143-706,eyy,2025-07-01 16:20:59.500,1.2330877668864246,0.979371121167367,0.979371121167367
1_cLx-202-143-706,eyy,2025-07-01 18:26:11.500,1.2330877679346184,0.9859749888148475,0.9859749888148475
1_cLx-202-143-706,eyy,2025-07-01 19:20:57.500,1.2330877683918682,0.9646245279461251,0.9646245279461251
1_cLx-202-143-706,eyy,2025-07-01 22:20:57.500,1.233087769889316,0.9365613170548374,0.9365613170548374
1_cLx-202-143-706,eyy,2025-07-02 01:20:57.500,1.2330877713785902,0.9513886678361424,0.9513886678361424
