sample,component,tau,g,eps0,stress,C,C_inv,delta,fit_deps,elastic_source,R2
1_tR-058-136-700,exx,[   7200   72000  720000 7200000],[1.00000000e-06 3.44640323e-01 1.60144978e-01 1.00000000e-06],-9.087797004490016e-05,1.1311884206675271,-12447.33371694636,-8.033849037393085e-05,3.211624202792017e-05,False,unloading,0.113139362289286
1_tR-058-136-700,eyy,[   7200   72000  720000 7200000],[8.65162346e-01 9.12456625e-01 1.03335214e+00 1.00000000e-06],0.0017881890551207005,1.1311884206675271,632.5888291443398,0.0015808056575273904,0.0006684431608054001,False,unloading,0.992598433675943
1_tR-058-136-733,exx,[   7200   72000  720000 7200000],[5.20500094e-01 1.01806914e-01 1.09124021e+00 4.19559868e-05],-0.00010675385375060001,1.105122179678898,-10352.058879866776,-9.659914144662105e-05,-2.7297689336000004e-05,False,unloading,0.748222988423202
1_tR-058-136-733,eyy,[   7200   72000  720000 7200000],[6.58593216e-01 1.35389271e+00 9.51088454e-01 2.39683544e-04],0.0020139854391043,1.105122179678898,548.7240166792815,0.0018224097535437028,0.00010110135498260031,False,unloading,0.993585780807581
1_tR-061-137-400,eyy,[   7200   72000  720000 7200000],[9.11790002e-01 7.09417670e-01 1.91117803e+00 1.00000000e-06],0.0018627419565282995,1.1998090356299311,644.1090948883145,0.0015525320290243616,0.00010174259733099992,False,unloading,0.997392637294005
1_tT-271-176-423,exx,[   7200   72000  720000 7200000],[0.23548714 0.88796098 1.24904764 3.65270383],-0.0008126808898940999,0.8646724896301959,-1063.9754181285978,-0.0009398713381544822,-6.445039512230008e-05,False,unloading,0.9927499338613981
1_tT-271-176-423,eyy,[   7200   72000  720000 7200000],[8.62679559e-01 1.24587267e+00 9.32070123e-01 1.00000000e-06],0.0021298909359486994,0.8646724896301959,405.97031286254673,0.00246323430141696,0.0009765227879091,False,unloading,0.9907921893794156
1_tT-271-176-431,exx,[   7200   72000  720000 7200000],[0.27383992 0.6855588  1.55215838 0.01706205],-0.0010016762844929001,0.8574908244339319,-856.0558313188354,-0.001168148108353406,-5.384448345300001e-05,False,unloading,0.9903354688326366
1_tT-271-176-431,eyy,[   7200   72000  720000 7200000],[7.25902179e-01 1.65238578e+00 1.24479842e+00 1.00000000e-06],0.002498610668778,0.8574908244339319,343.1870499669748,0.002913862863112786,0.0001603114104668001,False,unloading,0.9823002192019724
1_tT-271-176-438,eyy,[   7200   72000  720000 7200000],[9.09461787e-01 1.45009817e+00 1.32460180e+00 1.00000000e-06],0.0024490259272098,0.8582516543111597,350.446128305785,0.0028535056296225955,0.0013829892012086,False,loading,0.980280265117767
1_tT-271-176-591,eyy,[   7200   72000  720000 7200000],[1.07204782e+00 7.22696817e-01 2.02511152e+00 1.00000000e-06],0.0027303963306336988,0.7504494335047452,274.8500007435086,0.003638348180079523,0.00021498279810970014,False,unloading,0.9960538336247419
