sample,component,tau,g,eps0,stress,C,C_inv,delta,fit_deps,elastic_source,R2
1_cR-089-111-668,eyy,[   7200   72000  720000 7200000],[0.24275349 0.38446263 0.08405693 0.816735  ],-0.0033294556455827,-1.8357325337698296,551.3611620582353,0.0018136932174674628,-0.0006359368379150999,False,loading,0.9537207142306838
1_cT-037-178-109,eyy,[   7200   72000  720000 7200000],[0.13204932 1.39424409 0.733943   0.09764607],-0.0024912878161483,-1.4995115597525233,601.9021768712656,0.0016613995403673032,-5.909948690219994e-05,False,loading,0.977083477815018
1_cT-037-178-389,exx,[   7200   72000  720000 7200000],[1.00000000e-06 1.00000000e-06 5.94202848e-01 1.16848793e+00],0.0007842869835676,-1.7299917064068009,-2205.8146350170655,-0.00045334725054640117,-8.381662922050004e-05,False,loading,0.9464202801681739
1_cT-037-178-389,eyy,[   7200   72000  720000 7200000],[0.48699597 0.51068585 0.24581983 0.93800236],-0.0031866726999498,-1.7299917064068009,542.883398861155,0.0018420161716084357,-0.0011424832747555002,False,loading,0.9699892755302397
1_cT-037-178-602,exx,[   7200   72000  720000 7200000],[4.17283797e-01 1.10342988e-06 5.05127582e-01 1.65838971e-01],0.0009432187560832,-1.7176051309432674,-1821.0040034358265,-0.0005491476120388666,0.00022390105171979998,False,loading,0.6374962201299147
1_cT-037-178-602,eyy,[   7200   72000  720000 7200000],[0.54884029 0.56159839 0.84611204 1.13946385],-0.0033058418612231,-1.7176051309432674,519.5666347778007,0.0019246809418923961,-0.0014163875656852,False,loading,0.983524104913619
1_sLR-119-150-165,exy,[   7200   72000  720000 7200000],[0.00170538 0.10631313 0.27126518 0.12673126],0.0010916329924428002,1.8991658360002095,1739.7475608998898,0.0005747960350539286,3.869577085269986e-05,False,unloading,0.9522171745569213
1_sLR-119-150-535,exy,[   7200   72000  720000 7200000],[2.61195534e-01 2.06920486e-06 8.62719526e-02 6.96082829e-01],0.0004741731025666,1.9197318739128588,4048.588719017909,0.00024699965084192996,-2.1840999103699967e-05,False,unloading,0.8065280308150351
1_sLR-119-150-831,exy,[   7200   72000  720000 7200000],[0.11691365 0.09896409 0.31739723 0.20950957],0.0010673034639855,1.8835331335331336,1764.7587561457804,0.0005666496888129867,5.564526643129998e-05,False,unloading,0.9863330487062606
1_sLR-122-150-132,exy,[   7200   72000  720000 7200000],[0.09279669 0.10727553 0.09798698 0.43392955],0.0006212261162796,1.9199517996631068,3090.5844898493924,0.00032356339174171266,5.4638735719200054e-05,False,loading,0.8004793619926721
1_sLR-122-150-206,exy,[   7200   72000  720000 7200000],[0.08034592 0.2736422  0.24950076 0.05535082],0.0007770759235594,1.914796830535191,2464.1052083616937,0.00040582682776960994,4.6390397095899994e-05,False,loading,0.8970134132010619
1_sLR-122-150-354,exy,[   7200   72000  720000 7200000],[0.03049328 0.26166148 0.20235374 0.11208211],0.0013024026593105999,1.927488110273618,1479.9479227828776,0.0006756994517209843,6.634690123309998e-05,False,unloading,0.9268304621577546
1_sLT-012-145-024,exy,[   7200   72000  720000 7200000],[0.14612255 0.18285029 0.23762954 0.32887759],0.0011433393569630999,1.6400860832747337,1434.4700663773842,0.0006971215527176552,3.759734016179988e-05,False,unloading,0.9738327007482266
1_sLT-012-145-098,exy,[   7200   72000  720000 7200000],[0.13247561 0.00779225 0.3912236  0.12143016],0.0007384749423173,1.6642522075055188,2253.6339584971875,0.00044372778295674944,1.2363867348400069e-05,False,loading,0.965801995558759
1_sLT-012-145-690,exy,[   7200   72000  720000 7200000],[1.00000000e-06 1.46485873e-01 5.51655318e-02 5.97521545e-01],0.0004929225334487842,1.77378077116919,3598.4980413833932,0.00027789371801785495,8.540782813700062e-06,False,loading,0.7817388906999223
1_sLT-012-153-025,exy,[   7200   72000  720000 7200000],[0.00429273 0.1826709  0.05930514 0.50837676],0.0005222113691528,1.6126673769087756,3088.1506458295935,0.00032381839964655036,3.248530032669999e-05,False,unloading,0.6865233426768281
1_sLT-012-153-099,exy,[   7200   72000  720000 7200000],[0.16516079 0.13111169 0.15366213 0.21288644],0.0005265220331815,1.613995768487778,3065.3907467750914,0.0003262226850042,7.485248479929991e-05,False,loading,0.8679696248237483
1_sLT-012-153-173,exy,[   7200   72000  720000 7200000],[0.18597497 0.07588485 0.20953005 0.50820057],0.0019349250390219,2.6885592203178263,1389.4901177550976,0.0007196884578176277,0.0002816323160855002,False,unloading,0.979496990158473
1_sLT-012-153-469,exy,[   7200   72000  720000 7200000],[0.10835602 0.18252852 0.2080644  0.16562726],0.0010728110110776999,1.604622643470308,1495.7179101455838,0.0006685752662429952,0.0001683992250734001,False,unloading,0.6262368663350883
1_sRL-037-121-048,exy,[   7200   72000  720000 7200000],[0.12199037 0.11150869 0.18514669 0.6017447 ],0.0011012471892894,1.8863552950198168,1712.9263196912423,0.0005837962722064143,0.00015305712573789997,False,unloading,0.8942708186751093
1_sRL-037-121-086,exy,[   7200   72000  720000 7200000],[0.34931512 0.08858528 0.32432211 0.13608901],0.0011002064708015,1.874272955259882,1703.5647444379006,0.0005870043996067521,0.00025964746993949986,False,unloading,0.9475887950255256
1_sRL-037-121-124,exy,[   7200   72000  720000 7200000],[0.30271939 0.02552973 0.11460842 0.55827265],0.0030993992048953,3.1034049009819262,1001.2924105033967,0.0009987092576655536,0.0007728233173527003,False,unloading,0.9496958633281873
1_sRL-037-121-162,exy,[   7200   72000  720000 7200000],[0.20939351 0.20204207 0.10482932 0.18686215],0.0016736617159025,1.873784331496889,1119.5717233016085,0.0008931986930243358,0.00030828709268060014,False,unloading,0.8789250638346089
1_sRL-037-121-580,exy,[   7200   72000  720000 7200000],[0.21018614 0.05190371 0.19584756 0.31476064],0.0016059875472228,1.9108227338057773,1189.8116751341704,0.0008404691438981163,5.2058595967699895e-05,False,unloading,0.9727709513617046
1_sRL-037-121-618,exy,[   7200   72000  720000 7200000],[0.16740713 0.02322405 0.32981697 0.24948364],0.0012265647022778,1.9108227338057773,1557.8654189683361,0.000641903971822052,2.2179707729399816e-05,False,unloading,0.9795121406708737
1_sRL-037-121-808,exy,[   7200   72000  720000 7200000],[0.28683715 0.05367459 0.19642817 0.48521326],0.001165279498349462,2.0076294095772904,1722.8737074847356,0.0005804255968708953,7.144914071400112e-06,False,loading,0.9414032219868477
1_sRT-271-111-552,exy,[   7200   72000  720000 7200000],[1.00000000e-06 1.97006361e-01 1.00752684e-06 4.38052505e-01],0.0092047675526415,0.5378710087526282,58.43395888886677,0.01711333647446103,0.0008082580766475,False,loading,0.9289435405816872
1_sRT-271-111-559,exy,[   7200   72000  720000 7200000],[0.25121142 0.1428315  0.10847372 0.29923487],0.018117691580103,0.7890665692318456,43.5522685516076,0.022960916463284624,0.004204201767284803,False,loading,0.9675322069524603
1_sRT-271-111-566,exy,[   7200   72000  720000 7200000],[2.21886350e-01 1.00000000e-06 1.38944865e-01 1.00000000e-06],0.0055286085193342,0.5095787289485113,92.171244747472,0.010849370676719946,0.0004963760402520003,False,loading,0.800276996977823
1_sRT-271-111-573,exy,[   7200   72000  720000 7200000],[2.29710278e-01 1.00000000e-06 1.34420014e-02 1.00000000e-06],0.0055800477506853,0.5144674482414567,92.19767844787236,0.010846260088483571,0.0005032190894625,False,loading,0.5792702368928222
1_sRT-271-111-617,exy,[   7200   72000  720000 7200000],[3.00918371e-01 1.32632610e-01 1.16536641e-01 4.10135592e-06],0.0113216479638525,0.53916613056398,47.62258394585464,0.02099844059568393,0.001055953561414899,False,loading,0.9408325850405272
1_sRT-271-111-625,exy,[   7200   72000  720000 7200000],[1.00000000e-06 2.08432148e-01 9.87522553e-03 3.95122533e-01],0.0090584713425733,0.53916613056398,59.520653118367704,0.016800890911114787,0.0005848101631947995,False,loading,0.7544813982861941
1_sRT-271-111-727,exy,[   7200   72000  720000 7200000],[0.14810619 0.23057666 0.32917442 0.06565225],0.0083093136683868,0.5507424862263571,66.28014156231514,0.015087475319584554,0.0004220636435664001,False,loading,0.9868863330188382
1_sTL-095-182-003,exy,[   7200   72000  720000 7200000],[0.09130113 0.08959393 0.26031359 0.0046848 ],0.0006757294791068999,1.6589332934191487,2455.025782820268,0.00040732769773652917,-2.6432600446600054e-05,False,loading,0.8991100721335081
1_sTL-095-182-079,exy,[   7200   72000  720000 7200000],[0.15040734 0.19057795 0.11719825 0.25126328],0.0010575355615275,1.5581941967904036,1473.4201415787422,0.000678693043335568,0.00015846906031840007,False,unloading,0.5782977034267891
1_sTL-095-182-193,exy,[   7200   72000  720000 7200000],[1.76090263e-01 7.20287671e-06 6.06369388e-02 4.33155458e-01],0.0009384667824165,1.6092983542883932,1714.816533137741,0.0005831527633864234,2.1401832029400015e-05,False,unloading,0.9093683401951701
1_sTL-095-182-459,exy,[   7200   72000  720000 7200000],[1.00000000e-06 5.71820098e-02 3.36266134e-01 2.98509831e-01],0.00069458725873455,1.597503822375856,2299.932517170421,0.0004347953657485081,1.9530135460099976e-05,False,unloading,0.8947764510400829
1_sTL-095-182-801,exy,[   7200   72000  720000 7200000],[0.19837864 0.06702229 0.23644933 0.75896805],0.0005607734295368,1.5953032943324208,2844.8268236427402,0.0003515152457398167,0.00014474896947939996,False,unloading,0.57334863446842
1_sTL-095-182-839,exy,[   7200   72000  720000 7200000],[2.17497734e-01 3.07110118e-06 3.13095856e-01 1.89726306e-01],0.0007460801730753999,1.5899368780586645,2131.0536527258487,0.0004692514422247847,8.725551591480009e-05,False,unloading,0.8727555854231099
1_sTR-271-129-354,exy,[   7200   72000  720000 7200000],[0.15614176 0.12388583 0.24210815 0.34445126],0.005990096138797,0.5717154839961858,95.4434571247139,0.010477407568056988,0.0002347653141338002,False,loading,0.9922902324664327
1_sTR-271-129-376,exy,[   7200   72000  720000 7200000],[2.75946813e-01 1.61538857e-06 1.80251337e-01 6.60362400e-01],0.0070498049204963,0.5482117168919282,77.76267897826236,0.012859639265765756,0.0005339527537947001,False,loading,0.9817125777865274
1_sTR-271-129-449,exy,[   7200   72000  720000 7200000],[1.10083978e-01 3.61783209e-01 8.72282161e-02 1.82746805e-06],0.0072056934291266,0.553707550822443,76.84306254055521,0.013013536511148723,0.0011342715708453997,False,loading,0.9340223573851654
1_sTR-271-129-456,exy,[   7200   72000  720000 7200000],[1.59700182e-01 1.00000000e-06 9.72199597e-02 1.99611203e-02],0.0082672052029007,0.5541666666666667,67.03192349359216,0.014918265027790735,0.0008943170652263004,False,loading,0.8848908336847988
1_sTR-271-129-463,exy,[   7200   72000  720000 7200000],[0.3114787  0.04768287 0.19843829 0.10357904],0.0192766491348601,0.7975338435346039,41.373053893082236,0.024170321160826964,0.0046740936836689,False,loading,0.9689307564189927
1_sTR-271-129-471,exy,[   7200   72000  720000 7200000],[0.2103629  0.05055023 0.08292039 0.10042705],0.0099340825495012,0.5578987770271546,56.16007056989548,0.01780624543118093,0.0014548453787416992,False,loading,0.9237715101562846
1_tLx-235-175-035,exx,[   7200   72000  720000 7200000],[0.12221089 0.4109244  0.73004804 1.50729149],-0.0013512674669103,36.06409503629386,-26689.087038227248,-3.746849783837426e-05,-5.155725425299868e-06,False,loading,0.9794895314877549
1_tLx-235-175-035,eyy,[   7200   72000  720000 7200000],[1.00000000e-06 1.29721363e-01 1.62383341e-01 1.26210297e-05],0.0020561976735995,36.06409503629386,17539.215951529335,5.701509136802691e-05,3.4736778281399885e-05,False,loading,0.8218700642980956
1_tLx-237-186-367,exx,[   7200   72000  720000 7200000],[1.00000000e-06 1.00000000e-06 1.27109655e-01 1.34013187e+00],-0.0013876022116318,35.76371308016878,-25773.75041663502,-3.879916519074287e-05,8.64327307659998e-06,False,loading,0.8261690354363892
1_tLx-237-186-479,exx,[   7200   72000  720000 7200000],[1.00000000e-06 4.88171298e-02 8.07114518e-02 6.99223121e-01],-0.0016435060769734,35.31779687836247,-21489.301057773995,-4.6534784789486616e-05,7.455570806800009e-06,False,loading,0.5803652542429223
1_tLx-237-186-479,eyy,[   7200   72000  720000 7200000],[1.00000000e-06 1.15448888e-01 8.18110798e-02 9.64956124e-02],0.0017211745618767,35.31779687836247,20519.590319678766,4.873391643891529e-05,1.363361315320018e-05,False,loading,0.486543648207848
1_tLx-237-186-590,exx,[   7200   72000  720000 7200000],[1.00000000e-06 1.82198345e-01 1.00000000e-06 1.34615430e+00],-0.0016682982704809,35.78595175539287,-21450.571752422482,-4.6618803990017973e-05,2.4690734740000567e-06,False,loading,0.8338003853202635
1_tLx-237-186-590,eyy,[   7200   72000  720000 7200000],[1.00000000e-06 3.89965311e-02 8.21256479e-02 1.93238713e-01],0.0023932748703325503,35.78595175539287,14952.712786567781,6.687749669734266e-05,-2.844204939969619e-08,False,unloading,0.6674245055732679
1_tR-058-136-137,eyy,[   7200   72000  720000 7200000],[1.00000000e-06 2.13501664e-01 1.06543714e-06 4.54393447e-01],0.0021569580445903,2.006041278561881,930.0325908485231,0.0010752311368869788,0.00029141107043690034,False,loading,0.6348799417770761
1_tR-058-136-233,exx,[   7200   72000  720000 7200000],[7.97666299e-03 1.35363707e-01 4.32373539e-01 1.00000000e-06],-0.0001483462452024,1.997635537370248,-13466.03370139044,-7.426091618178148e-05,-2.1626311249800008e-05,False,loading,0.19883436153289147
1_tR-058-136-233,eyy,[   7200   72000  720000 7200000],[3.48009015e-01 7.67326786e-05 6.81796210e-06 8.26462523e-01],0.0021867459408971,1.997635537370248,913.5197189622902,0.0010946671201974127,0.0005377676525195997,False,loading,0.9319651084457563
1_tT-271-176-343,exx,[   7200   72000  720000 7200000],[1.00000000e-06 4.68552105e-01 8.21491994e-02 1.00000000e-06],-0.0011727846501115,1.7589597009768507,-1499.814736498829,-0.0006667490161714255,-0.0001686201340028999,False,loading,0.539586076079797
1_tT-271-176-445,exx,[   7200   72000  720000 7200000],[2.41364670e-01 1.19034786e+00 9.51577096e-01 1.00000000e-06],-0.000979283714976404,1.6018392884064527,-1635.7254429019574,-0.0006113495417824459,-2.526261397550007e-05,False,loading,0.9118676325890712
1_tT-271-176-445,eyy,[   7200   72000  720000 7200000],[8.89264868e-01 3.07458619e-02 1.05775324e-06 2.49603218e+00],0.0023766060852649,1.6018392884064527,674.0028557268923,0.00148367323892349,1.1297216798499682e-05,False,loading,0.9255795873722674
1_tT-271-176-467,exx,[   7200   72000  720000 7200000],[1.00000000e-06 1.06343451e-02 1.38995432e-01 7.52213174e-01],-0.0007745731680044,1.3122135363221947,-1694.1117902430888,-0.000590279818462576,7.249263976309998e-05,False,loading,0.4957541018975805
1_tT-271-176-467,eyy,[   7200   72000  720000 7200000],[3.89616341e-01 1.58490006e-06 5.67133851e-02 8.17590186e-01],0.002046926920283,1.3122135363221947,641.0651613008115,0.0015599038293874201,0.00015209954511780002,False,loading,0.8339575539055154
1_tT-271-176-526,exx,[   7200   72000  720000 7200000],[0.1803268  0.32276785 0.46642451 2.82750381],-0.0009622828468242,1.7312805292771904,-1799.138927801629,-0.0005558214457745638,-0.00021718787518650007,False,loading,0.9750638254585863
1_tT-271-176-526,eyy,[   7200   72000  720000 7200000],[0.38791489 0.02748363 0.19791358 0.85846736],0.0030163727221927,1.7312805292771904,573.9610746839886,0.0017422784298579477,0.000817690974073,False,loading,0.9715119307676849
