sheet,sample,valid,thickness,width,max_force,max_stress,loading_type,direction,rh,label,mc,mc_mean,mc_std,mc_label,offset_strain,offset_stress
data_2_sTR,2_sTR-267-122-450,True,8.07,22.95,249.62924,1.3478427592984048,shear,RT,65,"$f_{s,RT}$",0.1349882589734988,0.12342517627891003,0.01763025315573397,$\omega = $ 0.12 ± 0.02,,
data_3_CL,3_CL-012-119-025,True,14.179,14.075,10989.847,55.0677890663863,compression,L,35,"$f_{c,L}$",0.0852469199710114,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CL,3_CL-012-119-123,True,13.828,13.947,10241.656,53.10433964656357,compression,L,35,"$f_{c,L}$",0.0856627349598749,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CL,3_CL-012-119-222,True,14.357,14.13,10871.8,53.59146042423114,compression,L,35,"$f_{c,L}$",0.0855838051490225,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CL,3_CL-012-119-320,True,13.881,13.856,9987.478,51.92747517541464,compression,L,35,"$f_{c,L}$",0.0857915437561454,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CL,3_CL-012-119-418,True,14.435,14.287,10767.149,52.2087012861603,compression,L,35,"$f_{c,L}$",0.0847553426279806,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CL,3_CL-012-119-517,True,14.252,14.137,10242.831,50.83782192267874,compression,L,35,"$f_{c,L}$",,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CL,3_CL-012-119-615,True,14.23,14.31,10310.074,50.63108667478919,compression,L,35,"$f_{c,L}$",0.0847397434538323,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CL,3_CL-012-119-713,True,14.349,14.157,10235.173,50.38512264863167,compression,L,35,"$f_{c,L}$",0.0846742469149108,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CL,3_CL-012-119-812,True,13.544,13.669,9237.389,49.89597853080016,compression,L,35,"$f_{c,L}$",0.085272139192505,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CL,3_CL-012-119-910,True,14.066,14.184,10240.683,51.328619875890865,compression,L,35,"$f_{c,L}$",0.0862968129627642,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CL,3_CL-012-150-027,True,14.233,14.317,10996.514,53.964301142627896,compression,L,35,"$f_{c,L}$",0.0859537149817297,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CL,3_CL-012-150-125,True,13.699,13.773,10443.174,55.34967828793912,compression,L,35,"$f_{c,L}$",0.0858975006311537,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CL,3_CL-012-150-224,True,13.735,13.579,10243.05,54.92029237527174,compression,L,35,"$f_{c,L}$",0.0862054975149609,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CL,3_CL-012-150-322,True,14.252,14.243,11231.933,55.33210803248669,compression,L,35,"$f_{c,L}$",0.0865154659551339,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CL,3_CL-012-150-420,True,13.761,13.774000000000001,10487.299,55.32909628050823,compression,L,35,"$f_{c,L}$",0.0868592021114606,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CL,3_CL-012-150-519,True,14.004,13.816,10986.81,56.78546513387605,compression,L,35,"$f_{c,L}$",0.0860601503759398,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CL,3_CL-012-150-617,True,14.18,14.4,11644.756,57.028463406989495,compression,L,35,"$f_{c,L}$",0.0861198738170346,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CL,3_CL-012-150-715,True,14.132,14.138,10989.8125,55.004557698353025,compression,L,35,"$f_{c,L}$",0.0862710187932741,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CL,3_CL-012-150-814,True,13.76,13.78,10593.58,55.869540452965204,compression,L,35,"$f_{c,L}$",0.0863417599675768,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CL,3_CL-012-150-912,True,13.899000000000001,13.981,10812.925,55.64439181974113,compression,L,35,"$f_{c,L}$",0.0872157556112175,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CL,3_CL-012-182-028,True,14.113,13.974,10993.181,55.7420964124941,compression,L,35,"$f_{c,L}$",0.0871552480265082,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CL,3_CL-012-182-126,True,13.889,13.879,11239.062,58.30434399827634,compression,L,35,"$f_{c,L}$",0.0872540883573347,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CL,3_CL-012-182-225,True,14.306,14.021,11239.685,56.034684367768406,compression,L,35,"$f_{c,L}$",0.0829091086405306,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CL,3_CL-012-182-323,True,14.21,14.06,11489.529,57.507280049411236,compression,L,35,"$f_{c,L}$",0.0880211844005777,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CL,3_CL-012-182-421,True,13.335,13.709,10741.742,58.759206269979984,compression,L,35,"$f_{c,L}$",0.0883796092257969,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CL,3_CL-012-182-520,True,14.051,14.139,11735.436,59.07086100204548,compression,L,35,"$f_{c,L}$",0.0877877392779257,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CL,3_CL-012-182-618,True,13.963,13.85,11487.876,59.4033897218306,compression,L,35,"$f_{c,L}$",0.0878732421498748,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CL,3_CL-012-182-716,True,14.092,14.119,11238.259,56.48361237980471,compression,L,35,"$f_{c,L}$",0.0877054315870644,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CL,3_CL-012-182-815,True,13.942,13.924,10739.677,55.32254197438223,compression,L,35,"$f_{c,L}$",0.0882685926215107,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CL,3_CL-012-182-913,True,13.875,13.79,11561.723,60.426202562243176,compression,L,35,"$f_{c,L}$",0.0878983899145381,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CL,3_CL-318-120-126_K,True,14.07,14.15,10488.323,52.68118267822924,compression,L,35,"$f_{c,L}$",0.0803111646762352,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CL,3_CL-318-120-225_K,True,14.13,14.22,11585.438,57.659477048065824,compression,L,35,"$f_{c,L}$",0.0802259887005649,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CL,3_CL-318-120-323_K,True,13.95,13.75,10488.582,54.68143108504399,compression,L,35,"$f_{c,L}$",0.0800210246763304,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CR,3_CR-161-132-008,True,14.189,13.861,1120.0409,5.694918714842692,compression,R,35,"$f_{c,R}$",0.0865763008307826,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,0.01,5.082138143861586
data_3_CR,3_CR-161-132-039,True,14.045,14.019,1081.4762,5.492602713232774,compression,R,35,"$f_{c,R}$",0.0864522844308096,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,0.01,4.767388398648341
data_3_CR,3_CR-161-132-071,True,14.024,14.14,1105.1258,5.5730174822551115,compression,R,35,"$f_{c,R}$",0.0869257950530035,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CR,3_CR-161-132-102,True,14.0,14.07,1097.16,5.569905574169966,compression,R,35,"$f_{c,R}$",0.0869690744545001,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,0.01,5.072457042059333
data_3_CR,3_CR-161-132-133,True,14.031,14.134,1127.1831,5.683825774735171,compression,R,35,"$f_{c,R}$",,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CR,3_CR-161-132-165,True,14.085,14.104,1089.1161,5.482454391748019,compression,R,35,"$f_{c,R}$",0.0857713208384163,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,0.01,5.255250259767491
data_3_CR,3_CR-161-132-196,True,14.026,14.052,1043.5896,5.294900053249894,compression,R,35,"$f_{c,R}$",0.0856855177043128,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,0.01,5.030388863511607
data_3_CR,3_CR-161-132-227,True,13.987,14.033,1034.8215,5.2721813825443915,compression,R,35,"$f_{c,R}$",0.0906786773345269,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CR,3_CR-161-132-259,True,14.042,13.982,1086.3686,5.533232739405667,compression,R,35,"$f_{c,R}$",0.085667861945316,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,0.01,5.426462208510959
data_3_CR,3_CR-161-132-290,True,14.017,14.08,1052.3776,5.332291308605784,compression,R,35,"$f_{c,R}$",0.085894121614027,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,0.01,5.170885500082749
data_3_CR,3_CR-161-132-321,True,13.968,14.042,1054.9173,5.378426270036234,compression,R,35,"$f_{c,R}$",0.0856436768549028,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CR,3_CR-161-132-353,True,13.933,13.955,1111.4419,5.716264120431189,compression,R,35,"$f_{c,R}$",0.085593548030713,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,0.01,5.408033331322984
data_3_CR,3_CR-161-132-415,True,14.029,14.038,1186.7038,6.02573987566979,compression,R,35,"$f_{c,R}$",0.0852292467231668,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,0.01,5.441947182072274
data_3_CR,3_CR-161-132-447,True,14.0,14.023,1080.6556,5.504505862817209,compression,R,35,"$f_{c,R}$",0.0854408482142856,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CR,3_CR-161-132-478,True,14.02,14.023,1053.6946,5.359518899204009,compression,R,35,"$f_{c,R}$",0.0859094695917801,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CR,3_CR-161-132-509,True,13.96,14.112,1067.9298,5.420866591622321,compression,R,35,"$f_{c,R}$",0.0855278438312227,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CR,3_CR-161-132-541,True,14.016,14.041,1077.7357,5.47633668799039,compression,R,35,"$f_{c,R}$",0.0864026585433397,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CR,3_CR-161-132-572,True,14.073,14.066,1088.9955,5.501343773179053,compression,R,35,"$f_{c,R}$",0.0864740716143671,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,0.01,4.8770389067856685
data_3_CR,3_CR-161-132-603_K,True,14.093,14.024,1040.1858,5.263026608873845,compression,R,35,"$f_{c,R}$",0.0863540744021257,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CR,3_CR-161-132-635_K,True,14.086,14.045,1084.9112,5.483839873528764,compression,R,35,"$f_{c,R}$",0.0860486995019369,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CR,3_CR-161-132-666_K,True,14.069,14.034,1026.4828,5.198846261214286,compression,R,35,"$f_{c,R}$",0.0864007151637055,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CR,3_CR-161-132-697,True,14.055,14.085,1038.7605,5.247201299928889,compression,R,35,"$f_{c,R}$",0.0864267782426777,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CR,3_CR-161-132-728,True,14.01,13.977,1112.0152,5.6788267990182915,compression,R,35,"$f_{c,R}$",0.0869807328210269,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,0.01,5.061351729478245
data_3_CR,3_CR-161-132-760,True,14.071,14.019,1127.8425,5.717503736629116,compression,R,35,"$f_{c,R}$",0.0874244797493846,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CR,3_CR-161-132-791,True,14.025,14.062,1096.1722,5.558131534120223,compression,R,35,"$f_{c,R}$",0.0866993408822037,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,0.01,4.852921760707431
data_3_CR,3_CR-161-132-822,True,14.004,14.062,1108.6919,5.630042573528072,compression,R,35,"$f_{c,R}$",0.0867194910998271,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CR,3_CR-161-132-854,True,14.075,14.044,1105.8331,5.594359366881959,compression,R,35,"$f_{c,R}$",0.0861475780896333,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,0.01,4.88525499719706
data_3_CR,3_CR-161-132-885,True,13.982,14.11,1129.0431,5.72287433240328,compression,R,35,"$f_{c,R}$",0.0865757764326526,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,0.01,4.842903545207045
data_3_CR,3_CR-161-132-916,True,14.057,14.037,1090.9108,5.528690729546774,compression,R,35,"$f_{c,R}$",0.0866444167892295,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,0.01,4.974964694272932
data_3_CR,3_CR-161-132-948,True,14.057,14.048,1089.0376,5.514875734541907,compression,R,35,"$f_{c,R}$",0.086173741917346,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CR,3_CR-161-132-979,True,14.057,13.961,1050.8832,5.354824938221458,compression,R,35,"$f_{c,R}$",0.0864422968872908,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,0.01,4.76377163556103
data_3_CR,3_CR-281-100-258_K,True,14.07,13.99,867.5054,4.407175802799542,compression,R,35,"$f_{c,R}$",0.1214827648007646,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CR,3_CR-281-100-290_K,True,14.17,13.99,900.85986,4.544328013305199,compression,R,35,"$f_{c,R}$",0.1217103300113385,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CR,3_CR-281-100-321_K,True,14.06,13.98,1074.5917,5.46702411695635,compression,R,35,"$f_{c,R}$",0.1217300083922792,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CT,3_CT-239-166-043,True,14.112,14.033,1479.6783,7.471851154058146,compression,T,35,"$f_{c,T}$",0.0881479466956758,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CT,3_CT-239-166-075,True,14.096,14.063,1435.686,7.242451533366592,compression,T,35,"$f_{c,T}$",0.0884389926183239,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CT,3_CT-239-166-106,True,14.085,14.1,1366.1588,6.87899858256734,compression,T,35,"$f_{c,T}$",0.0884383323367941,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CT,3_CT-239-166-137_K,True,14.14,14.077,1297.2364,6.517178351959756,compression,T,35,"$f_{c,T}$",0.0885414400696106,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CT,3_CT-239-166-169_K,True,14.16,14.065,1383.4984,6.9466540537175065,compression,T,35,"$f_{c,T}$",0.0887434839270199,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CT,3_CT-239-166-200_K,True,14.0,14.03,1304.8794,6.643312289990837,compression,T,35,"$f_{c,T}$",0.0889226264707475,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CT,3_CT-239-166-231,True,14.029,14.014,1384.6777,7.043035373636272,compression,T,35,"$f_{c,T}$",0.0465959559015622,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CT,3_CT-239-166-263,True,14.02,14.02,1258.2118,6.401145907313986,compression,T,35,"$f_{c,T}$",0.0880876213197417,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CT,3_CT-239-166-294,True,14.1,14.096,1283.3404,6.456941660427786,compression,T,35,"$f_{c,T}$",0.0883499397788241,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CT,3_CT-239-166-325,True,14.041,14.065,1239.7319,6.277547397947097,compression,T,35,"$f_{c,T}$",0.0889469917983156,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CT,3_CT-239-166-357,True,14.11,13.85,1287.0756,6.586084068702075,compression,T,35,"$f_{c,T}$",0.0890075999559422,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CT,3_CT-239-166-388,True,14.1,14.08,1433.4403,7.220343226144423,compression,T,35,"$f_{c,T}$",0.0887760144967328,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CT,3_CT-239-166-419,True,14.09,14.045,1336.7388,6.754820571917145,compression,T,35,"$f_{c,T}$",0.0879864451246174,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CT,3_CT-239-166-451,True,14.043,14.043,1384.5913,7.021045810867406,compression,T,35,"$f_{c,T}$",0.0876394613904918,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CT,3_CT-239-166-482,True,14.074,13.912,1389.7345,7.097815779945042,compression,T,35,"$f_{c,T}$",0.088264689730917,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CT,3_CT-239-166-513,True,14.045,14.078,1424.707,7.2054789490744025,compression,T,35,"$f_{c,T}$",0.0881057992442912,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CT,3_CT-239-166-545,True,14.14,13.92,1417.7508,7.202964200360923,compression,T,35,"$f_{c,T}$",0.0892006149116065,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CT,3_CT-239-166-576,True,14.114,14.133,1434.344,7.190661568797912,compression,T,35,"$f_{c,T}$",0.0893961789018448,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CT,3_CT-239-166-607,True,14.102,14.02,1388.5474,7.023150670547636,compression,T,35,"$f_{c,T}$",0.0892176199868509,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CT,3_CT-239-166-639,True,14.11,13.905,1441.1241,7.345195745861803,compression,T,35,"$f_{c,T}$",0.089270976616231,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CT,3_CT-239-166-670,True,14.116,13.859,1433.5185,7.32756631574066,compression,T,35,"$f_{c,T}$",0.0902631011429805,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CT,3_CT-239-166-701,True,14.143,13.973,1380.2248,6.98423150081885,compression,T,35,"$f_{c,T}$",0.0962326719217178,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CT,3_CT-239-166-732,True,14.133,13.915,1460.4326,7.426153965336084,compression,T,35,"$f_{c,T}$",0.0888931422946515,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CT,3_CT-239-166-764,True,14.163,13.954,1436.0535,7.266355575011391,compression,T,35,"$f_{c,T}$",0.088729082358088,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CT,3_CT-239-166-795,True,14.133,13.966,1382.7021,7.005227207793023,compression,T,35,"$f_{c,T}$",0.0891282948703926,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CT,3_CT-239-166-858,True,14.082,13.907,1385.6942,7.075703151007574,compression,T,35,"$f_{c,T}$",0.0888324873096445,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CT,3_CT-239-166-889,True,14.12,13.925,1386.4051,7.051154759664532,compression,T,35,"$f_{c,T}$",0.0888913306230083,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CT,3_CT-239-166-920,True,14.093,13.91,1515.1556,7.729059549629317,compression,T,35,"$f_{c,T}$",0.088989021792561,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CT,3_CT-239-166-952,True,14.012,13.93,1390.6389,7.124643342318214,compression,T,35,"$f_{c,T}$",0.0892969855261726,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CT,3_CT-314-176-857_K,True,13.98,13.94,1049.7804,5.386771017419844,compression,T,35,"$f_{c,T}$",0.1242070295756535,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CT,3_CT-314-176-888_K,True,14.01,13.95,738.6726,3.779546099943973,compression,T,35,"$f_{c,T}$",0.1244836030664395,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_CT,3_CT-314-176-920_K,True,14.06,14.02,1018.2659,5.16568436068774,compression,T,35,"$f_{c,T}$",0.1244407842303808,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_TL,3_TL-036-167-031,True,5.87,12.97,10972.599,144.12238175109903,tension,L,35,"$f_{t,L}$",0.0903664586333813,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_TL,3_TL-036-167-504,True,5.91,12.99,8272.71,107.75840845945534,tension,L,35,"$f_{t,L}$",,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_TL,3_TL-037-191-031?,True,6.16,13.02,10580.59,131.92229237736152,tension,L,35,"$f_{t,L}$",,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_TL,3_TL-040-122-030,True,6.16,19.85,19640.482,160.6241780889136,tension,L,35,"$f_{t,L}$",0.0857427101200686,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_TL,3_TL-042-166-031,True,5.84,12.93,9853.167,130.48616629056352,tension,L,35,"$f_{t,L}$",0.0924039706517047,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_TL,3_TL-042-189-031,True,5.78,19.9,17980.94,156.32609413851264,tension,L,35,"$f_{t,L}$",0.0851808634772462,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_TL,3_TL-049-095-504,True,6.09,12.98,8378.257,105.98921923585863,tension,L,35,"$f_{t,L}$",0.0881110029211294,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_TL,3_TL-050-120-504,True,6.09,13.01,13005.529,164.1471824755241,tension,L,35,"$f_{t,L}$",0.0885359648446535,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_TL,3_TL-053-164-504_K,True,5.83,13.01,9834.596,129.6613899059043,tension,L,35,"$f_{t,L}$",0.0885093445408209,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_TL,3_TL-054-189-504,True,5.78,13.01,12289.122,163.42395655192038,tension,L,35,"$f_{t,L}$",,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_TL,3_TL-059-162-504,True,5.83,13.04,8896.334,117.02130402298246,tension,L,35,"$f_{t,L}$",0.0878691213999271,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_TL,3_TL-060-186-031,True,5.91,13.08,11339.1044,146.68426499428222,tension,L,35,"$f_{t,L}$",0.0867863356001896,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_TL,3_TL-060-186-504,True,5.78,13.01,9991.559,132.87036322871145,tension,L,35,"$f_{t,L}$",0.0903437620702975,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_TL,3_TL-074-156-031,True,5.92,19.9,17669.726,149.98748811625697,tension,L,35,"$f_{t,L}$",0.0843373493975903,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_TL,3_TL-074-156-504,True,5.83,12.99,9804.107,129.45843022142643,tension,L,35,"$f_{t,L}$",0.0919404517453798,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_TL,3_TL-075-180-504,True,5.79,19.87,14624.551,127.11772462282903,tension,L,35,"$f_{t,L}$",0.0912585846521348,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_TL,3_TL-079-088-504_K,True,5.8100000000000005,13.01,6612.244,87.47731455083536,tension,L,35,"$f_{t,L}$",0.0878295121704878,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_TL,3_TL-081-179-504,True,5.76,12.96,9376.081,125.60122224365568,tension,L,35,"$f_{t,L}$",0.0912519263892665,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_TR,3_TR-197-136-010,True,13.93,13.92,1349.5345,6.95975000206286,tension,R,35,"$f_{t,R}$",0.084780466440381,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_TR,3_TR-197-136-041,True,13.99,13.84,944.7904,4.879571287500982,tension,R,35,"$f_{t,R}$",0.0850493096646942,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_TR,3_TR-197-136-072,True,13.95,13.89,1193.453,6.159264678180584,tension,R,35,"$f_{t,R}$",0.0808601907772196,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_TR,3_TR-197-136-104,True,14.01,13.96,1299.4219,6.643954175179824,tension,R,35,"$f_{t,R}$",0.0849666176304175,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_TR,3_TR-197-136-135,True,13.98,13.98,1347.4009,6.89417796934513,tension,R,35,"$f_{t,R}$",0.0889468018809132,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_TR,3_TR-197-136-166,True,14.0,14.01,1454.292,7.41456102783726,tension,R,35,"$f_{t,R}$",0.0842496201676889,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_TR,3_TR-197-136-198,True,14.01,14.06,1249.2473,6.341981393091502,tension,R,35,"$f_{t,R}$",0.0839009463364879,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_TR,3_TR-197-136-229,True,14.0,14.05,1249.357,6.351586171835281,tension,R,35,"$f_{t,R}$",0.0839876916063593,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_TR,3_TR-197-136-260,True,13.98,13.92,1099.1595,5.648255204479304,tension,R,35,"$f_{t,R}$",0.0840563929164994,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
data_3_TR,3_TR-197-136-292,True,13.93,13.92,1123.401,5.793545931628587,tension,R,35,"$f_{t,R}$",0.0837685584921554,0.08970245440226728,0.006041540325292364,$\omega = $ 0.09 ± 0.01,,
