sample,exp_mass,dry_mass,moisture_content
4_SRT-246-096-701,6.6565,5.656,0.1768917963224895
4_SRT-246-096-712,6.7843,5.76,0.1778298611111111
4_SRT-246-096-722,6.7656,5.748,0.1770354906054279
4_SRT-246-096-732,6.6021,5.611,0.1766351808946712
4_SRT-246-096-743,6.6256,5.631,0.1766293731131238
4_SRT-246-096-753,6.6919,5.682,0.1777367124252024
4_SRT-246-096-763,6.7294,5.716,0.1772918124562631
4_SRT-246-096-774,6.6459,5.647,0.1768903842748361
4_SRT-246-096-784,6.6867,5.683,0.1766144641914482
4_SRT-246-096-794,6.6736,5.674,0.1761720126894607
4_SRT-246-096-805,6.7158,5.705,0.1771779141104293
4_SRT-246-096-815,6.7267,5.712,0.1776435574229692
4_SRT-246-096-825,6.6677,5.654,0.1792889989388044
4_SRT-246-096-836,6.6699,5.664,0.1775953389830509
4_SRT-246-096-846,6.7337,5.719,0.1774261234481551
4_SRT-246-096-856,6.7742,5.752,0.1777121001390821
4_SRT-246-096-867,6.7074,5.697,0.177356503422854
4_SRT-246-096-877,6.7019,5.692,0.1774244553759662
4_SRT-246-096-887,6.5846,5.597,0.176451670537788
4_STL-133-156-150,7.0512,5.969,0.181303400904674
4_STL-133-156-203,7.1426,6.047,0.1811807507855135
4_STL-133-156-255,6.9637,5.897,0.1808885874173308
4_STL-133-156-307,7.1593,6.062,0.1810128670405806
4_STL-133-156-360,7.1607,6.061,0.1814387064840786
4_STL-133-156-412,7.1208,6.027,0.1814833250373319
4_STL-133-156-464,7.0107,5.935,0.1812468407750632
4_STL-133-156-516,7.2765,6.164,0.180483452303699
4_STL-133-156-569,7.6686,6.492,0.1812384473197781
4_STL-133-156-621,7.1888,6.083,0.1817853033042905
4_STL-133-156-673,7.0595,5.968,0.182892091152815
4_STL-133-156-726,7.1866,6.081,0.1818122019404703
4_STL-133-156-778,7.0801,5.992,0.1815921228304405
4_STL-133-156-830,7.2141,6.11,0.1807037643207855
4_STL-134-167-033,7.6834,6.51,0.1802457757296467
4_STL-134-167-098,7.9229,6.715,0.1798808637379003
4_STL-134-167-150,7.1655,6.061,0.1822306550074245
4_STL-134-167-203,7.1239,6.024,0.182586321381142
4_STL-134-167-255,7.2415,6.126,0.1820927195559908
4_STL-134-167-307,6.8432,5.792,0.1814917127071824
4_STL-134-167-360,7.061,5.973,0.1821530219320274
4_STL-134-167-412,7.0695,5.975,0.1831799163179916
4_STL-134-167-464,6.9571,5.883,0.1825769165391806
4_STL-134-167-516,7.1761,6.075,0.1812510288065843
4_STL-134-167-569,7.702,6.516,0.1820135052179251
4_STL-134-167-621,7.2738,6.152,0.1823472041612482
4_STL-134-167-673,7.0404,5.948,0.1836583725622057
4_STL-134-167-726,7.0215,5.939,0.1822697423808721
4_STL-134-167-778,7.2768,6.15,0.1832195121951218
4_STL-134-167-830,7.2195,6.106,0.182361611529643
4_STL-134-167-883,7.2039,6.088,0.1832950065703022
4_STL-134-167-935,7.3014,6.178,0.1818387827775979
4_STR-246-096-023,6.7609,5.756,0.174583043780403
4_STR-246-096-033,6.6878,5.695,0.1743283582089552
4_STR-246-096-044,6.6438,5.653,0.1752697682646382
4_STR-246-096-054,6.6504,5.66,0.174982332155477
4_STR-246-096-136,6.7642,5.762,0.1739326622700451
4_STR-246-096-147,6.7753,5.767,0.17483960464713
4_STR-246-096-157,6.7421,5.739,0.1747865481791252
4_STR-246-096-167,6.6596,5.669,0.1747398130181691
4_STR-246-096-178,6.6418,5.649,0.1757479199858382
4_STR-246-096-188,6.5926,5.61,0.175151515151515
4_STR-246-096-198,6.7938,5.782,0.1749913524731926
4_STR-246-096-209,6.7597,5.75,0.1755999999999999
4_STR-246-096-219,6.7805,5.768,0.1755374479889043
4_STR-246-096-229,6.7124,5.707,0.1761696162607324
4_STR-246-096-239,6.764,5.75,0.1763478260869565
4_STR-246-096-250,6.7012,5.694,0.176887952230418
4_STR-246-096-260,6.7027,5.696,0.1767380617977529
4_STR-246-096-270,6.8103,5.785,0.1772342264477095
4_STR-246-096-281,6.5783,5.589,0.1770084093755589
4_STR-246-096-291,6.691,5.685,0.1769569041336852
4_STR-246-096-301,6.6615,5.662,0.1765277287177676
4_STR-246-096-312,6.6372,5.634,0.1780617678381255
4_STR-246-096-322,6.7017,5.697,0.1763559768299104
4_STR-246-096-332,6.688,5.677,0.1780870177910868
4_STR-246-096-342,6.6296,5.633,0.1769217113438665
4_STR-246-096-353,6.706,5.694,0.1777309448542326
4_STR-246-096-363,6.6881,5.679,0.1776897341081176
4_STR-246-096-373,6.698,5.692,0.1767392832044975
4_STR-246-096-384,6.7321,5.718,0.1773522210563134
4_STR-246-096-394,6.5918,5.596,0.1779485346676197
4_STR-246-096-404,6.4151,5.445,0.1781634527089071
4_STR-246-096-415,6.623,5.621,0.1782600960683152
4_TL-029-146-504,17.3742,14.797,0.1741704399540445
4_TL-030-169-031,16.6965,14.151,0.1798812804748781
4_TL-030-169-504,17.581,,
4_TL-036-145-031,16.7622,14.249,0.1763772896343602
4_TL-036-145-504,17.2474,14.649,0.1773772953785241
4_TL-036-169-031,18.0681,15.27,0.1832416502946955
4_TL-036-169-504,17.8291,15.124,0.1788614123247817
4_TL-051-080-031,14.1977,12.098,0.1735576128285665
4_TL-052-166-031,15.701,13.315,0.1791963950431844
4_TL-054-104-032,15.1239,12.872,0.1749456183965196
4_TL-058-166-031,17.909,15.2,0.1782236842105263
4_TL-058-166-505,16.931,14.4,0.1757638888888889
4_TL-059-141-031,16.4023,13.982,0.173101130024317
4_TL-059-141-504,16.7951,14.294,0.174975514201763
4_TL-064-078-031,14.1815,12.088,0.1731882859033753
4_TL-064-078-505,14.3393,12.222,0.173236786123384
4_TL-064-102-031,15.4329,13.142,0.1743189773246082
4_TL-064-102-505,14.8793,12.689,0.1726140751832296
4_TL-069-144-031,16.7099,14.236,0.1737777465580219
4_TL-069-144-504,16.1071,13.72,0.1739868804664721
4_TL-070-167-031,18.1104,15.374,0.1779888122804734
4_TL-070-167-504,17.8804,15.216,0.1751051524710832
4_TL-077-142-031,17.4507,14.851,0.1750521850380446
4_TL-077-142-504,17.2536,14.659,0.1769970666484752
4_TL-077-167-031,17.336,14.721,0.1776373887643501
4_TL-128-124-031,16.6245,14.201,0.1706569959861981
4_TL-136-098-032,16.6671,14.223,0.1718413836743303
4_TL-136-098-505,16.0497,13.638,0.1768367795864497
4_TL-137-122-032,17.4025,14.814,0.1747333603348184
4_TL-137-122-505,15.6221,13.218,0.1818807686488122
4_TR-201-126-014,20.8591,17.739,0.1758892834996336
4_TR-201-126-046,20.9075,17.772,0.1764292144947108
4_TR-201-126-077,20.8152,17.689,0.1767313019390582
4_TR-201-126-108,20.5896,17.491,0.1771539648962324
4_TR-201-126-140,20.7691,17.64,0.1773866213151928
4_TR-201-126-171,20.8714,17.707,0.1787089851471169
4_TR-201-126-202,20.8265,17.672,0.1785027161611588
4_TR-201-126-234,20.8046,17.66,0.1780634201585504
4_TR-201-126-265,20.7813,17.657,0.1769439882199695
4_TR-201-126-296,20.7925,17.665,0.1770450042456836
4_TR-201-126-328,21.2351,18.033,0.1775689014584371
4_TR-201-126-359,20.8996,17.748,0.1775749380211853
4_TR-201-126-390,21.0443,17.881,0.1769084503103853
4_TR-201-126-422,20.9638,17.813,0.1768820524336159
4_TR-201-126-453,21.0516,17.869,0.1781073367284124
4_TR-201-126-484,20.8103,17.666,0.1779859617344051
4_TR-201-126-516,20.687,17.566,0.1776727769554823
4_TR-201-126-547,20.728,17.596,0.1779949988633781
4_TR-201-126-578,21.4195,18.174,0.1785792890943105
4_TR-201-126-610,20.8337,17.681,0.1783100503365194
4_TR-201-126-641,20.6745,17.542,0.1785714285714283
4_TR-201-126-672,20.5957,17.474,0.1786482774407691
4_TR-201-126-704,20.49,17.39,0.1782633697527313
4_TR-201-126-735,20.5628,17.543,0.172137034714701
4_TR-201-126-766,20.5083,17.419,0.1773523164360754
4_TR-201-126-798,20.7519,17.624,0.1774795733091239
4_TR-201-126-829,20.7148,17.592,0.1775125056844021
4_TR-201-126-860,20.5835,17.47,0.1782198053806526
4_TR-201-126-892,20.5544,17.438,0.1787131551783463
4_TR-201-126-923,20.6507,17.532,0.1778861510381018
4_TR-201-126-954,20.4037,17.333,0.1771591761380028
4_TR-201-126-986,20.8496,17.741,0.175221238938053
4_TT-290-174-066,23.5438,19.931,0.181265365511013
4_TT-290-174-097,23.3705,19.773,0.1819400192181257
4_TT-290-174-128,23.3549,19.76,0.1819281376518218
4_TT-290-174-160,23.4556,19.849,0.1817018489596453
4_TT-290-174-191,23.619,19.992,0.1814225690276109
4_TT-290-174-222,23.7045,20.077,0.1806793843701747
4_TT-290-174-253,23.7285,20.089,0.1811687988451392
4_TT-290-174-285,23.655,20.021,0.1815094151141301
4_TT-290-174-316,24.0452,20.342,0.1820469963622064
4_TT-290-174-347,23.828,20.169,0.1814170261292081
4_TT-290-174-379,23.8371,20.177,0.1813996134212221
4_TT-290-174-410,23.9029,20.227,0.1817323379641073
4_TT-290-174-441,23.852,20.179,0.18202091283017
4_TT-290-174-473,24.1632,20.459,0.181054792511853
4_TT-290-174-504,23.9293,20.264,0.1808774180813266
4_TT-290-174-535,24.0526,20.367,0.1809593950999165
4_TT-290-174-566,24.3548,20.613,0.1815262213166449
4_TT-290-174-598,23.8602,20.198,0.1813149816813545
4_TT-290-174-629,23.793,20.129,0.1820259327338664
4_TT-290-174-660,24.0213,20.329,0.1816272320330562
4_TT-290-174-692,24.216,20.497,0.1814411865150998
4_TT-290-174-723,24.1034,20.405,0.1812496937025238
4_TT-290-174-754,24.0741,20.371,0.1817829267095382
4_TT-290-174-786,23.9929,20.297,0.1820909494013892
4_TT-290-174-817,24.0163,20.32,0.1819045275590551
4_TT-290-174-848,24.3066,20.569,0.1817103408041227
4_TT-290-174-879,24.0765,20.375,0.1816687116564417
4_TT-290-174-911,24.0352,20.348,0.1812069982307844
4_TT-290-174-942,23.8828,20.235,0.180271806276254
5_CL-015-098-012,19.9707,16.316,0.2239948516793333
5_CL-015-098-149,,18.172,
5_CL-015-098-247,19.8368,16.264,0.2196753566158387
5_CL-015-098-345,20.1267,16.443,0.2240284619594963
5_CL-015-098-444,19.7428,16.08,0.2277860696517413
5_CL-015-098-542,19.6015,15.919,0.2313273446824549
5_CL-015-098-640,19.8323,16.206,0.2237628038997902
5_CL-015-098-739,19.818,16.167,0.2258303952495824
5_CL-015-098-837,19.5966,15.949,0.2287039939808137
5_CL-016-130-009,21.804,17.882,0.2193266972374453
5_CL-016-130-108,,20.03,
5_CL-016-130-206,21.9666,18.03,0.2183361064891846
5_CL-016-130-304,22.2582,18.249,0.2196942298208121
5_CL-016-130-403,22.6831,18.567,0.221689018150482
5_CL-016-130-501,22.3332,18.319,0.2191276816420111
5_CL-016-130-599,22.3545,18.312,0.2207568807339449
5_CL-016-130-698,22.3553,18.299,0.2216678507022242
5_CL-016-130-796,21.9407,17.972,0.2208268417538392
5_CL-016-130-894,22.1954,18.169,0.2216082338048323
5_CL-017-162-013,21.8748,17.907,0.2215781537946055
5_CL-017-162-111,24.8673,20.404,0.218746324250147
5_CL-017-162-210,22.0272,17.948,0.2272788054379318
5_CL-017-162-308,21.9643,17.853,0.2302862264045258
5_CL-017-162-406,22.4625,18.222,0.2327132038195586
5_CL-017-162-505,22.199,18.148,0.2232201895525679
5_CL-017-162-603,22.2448,18.169,0.2243271506412021
5_CL-017-162-701,22.1677,18.075,0.2264287690179806
5_CL-017-162-800,22.1813,18.053,0.2286766742369688
5_CL-017-162-898,22.1925,18.07,0.2281405644714996
5_CL-145-151-025,21.7952,17.907,0.2171329647623835
5_CL-145-151-123,21.54,17.697,0.2171554500762841
5_CL-145-151-221,22.0668,18.131,0.2170757266560035
5_CL-145-151-320,21.885,17.804,0.2292181532239948
5_CL-145-151-418,22.0168,17.915,0.2289589729277142
5_CL-145-151-910,22.0975,18.013,0.22675290068284
5_CR-159-121-009,20.6366,16.909,0.2204506475841269
5_CR-159-121-040,20.658,16.955,0.2184016514302567
5_CR-159-121-071,20.5641,16.887,0.217747379641144
5_CR-159-121-103,20.6215,16.958,0.2160337303927351
5_CR-159-121-134,20.7836,17.137,0.2127910369376203
5_CR-159-121-165,20.6999,17.068,0.2127900164049682
5_CR-159-121-197,20.6734,17.048,0.212658376349132
5_CR-159-121-228,20.7918,17.139,0.2131279537896026
5_CR-159-121-259,20.871,17.172,0.2154088050314464
5_CR-159-121-291,20.859,17.186,0.2137204701501223
5_CR-159-121-322,20.98,17.224,0.2180678123548537
5_CR-159-121-353,20.9456,17.196,0.2180507094673178
5_CR-159-121-385,20.9562,17.278,0.2128834355828221
5_CR-159-121-416,20.9298,17.26,0.2126187717265352
5_CR-159-121-447,20.8911,17.23,0.2124840394660476
5_CR-159-121-479,20.8238,17.166,0.2130840032622625
5_CR-159-121-510,20.8933,17.151,0.2181971896682409
5_CR-159-121-541,20.859,17.172,0.2147099930118798
5_CR-159-121-573,20.8344,17.16,0.214125874125874
5_CR-159-121-604,20.8827,17.19,0.2148167539267014
5_CR-159-121-635,20.8158,17.15,0.2137492711370263
5_CR-159-121-667,21.5077,17.715,0.2140953993790573
5_CR-159-121-698,21.4992,17.696,0.2149186256781191
5_CR-159-121-729,21.0172,17.294,0.2152885393778188
5_CR-159-121-761,21.0505,17.296,0.2170733117483811
5_CR-159-121-792,20.938,17.205,0.2169718105201976
5_CR-159-121-823,20.924,17.189,0.2172901274070626
5_CR-159-121-854,20.9795,17.273,0.2145834539454641
5_CR-159-121-886,21.0974,17.379,0.2139593762587029
5_CR-159-121-917,20.9633,17.269,0.2139266894435116
5_CR-159-121-948,20.9123,17.238,0.2131511776308155
5_CT-238-163-036,23.554,,
5_CT-238-163-067,23.5668,19.33,0.2191826176927057
5_CT-238-163-098,23.5475,19.331,0.2181211525528943
5_CT-238-163-130,23.769,19.518,0.2177989548109436
5_CT-238-163-161,23.3249,19.152,0.2178832497911444
5_CT-238-163-192,23.3775,19.198,0.217704969267632
5_CT-238-163-224,23.4328,19.263,0.2164668016404505
5_CT-238-163-255,23.7222,19.487,0.2173346333453072
5_CT-238-163-286,23.5432,19.268,0.2218808386962839
5_CT-238-163-318,23.5859,19.344,0.219287634408602
5_CT-238-163-349,23.4145,19.21,0.2188703800104112
5_CT-238-163-380,23.2123,19.059,0.2179180439687285
5_CT-238-163-412,23.0866,18.965,0.2173266543633008
5_CT-238-163-443,23.3,19.076,0.2214300691968966
5_CT-238-163-474,23.2155,19.042,0.2191734061548155
5_CT-238-163-506,23.3044,19.102,0.2199979059784316
5_CT-238-163-537,23.2842,19.077,0.2205378204120142
5_CT-238-163-568,23.2596,19.063,0.2201437339348476
5_CT-238-163-600,23.162,19.005,0.2187319126545646
5_CT-238-163-631,23.108,18.972,0.2180054817625974
5_CT-238-163-662,23.4348,19.245,0.2177084957131721
5_CT-238-163-694,24.4252,20.057,0.2177893004935933
5_CT-238-163-725,23.474,19.285,0.2172154524241638
5_CT-238-163-756,23.1993,19.036,0.2187066610632485
5_CT-238-163-788,23.0171,18.996,0.2116814066119183
5_CT-238-163-819,23.0461,18.894,0.2197575950037049
5_CT-238-163-850,23.0956,18.939,0.2194730450393368
5_CT-238-163-881,23.0974,18.93,0.2201479133650291
5_CT-238-163-913,23.1555,18.907,0.2247051356640397
5_CT-238-163-944,23.0291,18.826,0.2232603845745245
5_SLR-336-109-020,20.9092,17.133,0.220405066246425
5_SLR-336-109-152,21.0391,17.222,0.2216409243990244
5_SLR-336-109-284,21.2737,17.426,0.2208022495122233
5_SLR-336-109-417,21.2309,17.398,0.2203069318312449
5_SLR-336-109-549,21.3256,17.513,0.2177011362987494
5_SLR-336-109-724,21.256,17.488,0.2154620311070448
5_SLR-336-109-856,21.0303,17.262,0.2183003128258602
5_SLR-341-161-020,22.6423,18.489,0.2246362702147221
5_SLR-341-161-152,22.0822,17.99,0.2274708171206227
5_SLR-341-161-284,21.914,17.844,0.2280878726742883
5_SLR-341-161-417,21.6542,17.644,0.2272840625708456
5_SLR-341-161-549,22.4322,18.261,0.2284212255626747
5_SLR-341-161-724,21.4412,17.481,0.2265431039414219
5_SLR-341-161-856,21.5923,17.602,0.226695830019316
5_SLR-343-108-019,20.9446,17.246,0.2144613243650703
5_SLR-343-108-151,20.9224,17.184,0.2175512104283053
5_SLR-343-108-284,20.9375,17.179,0.2187845625472962
5_SLR-343-108-416,20.9896,17.195,0.220680430357662
5_SLR-343-108-548,21.0431,17.246,0.2201727936912907
5_SLR-343-108-723,21.3634,17.511,0.2199988578607732
5_SLR-343-108-855,21.0743,17.27,0.2202837290098437
5_SLR-345-159-019,21.6174,17.709,0.220701338302558
5_SLR-345-159-151,21.4606,17.564,0.2218515144613982
5_SLR-345-159-284,21.2937,17.418,0.2225111953151913
5_SLR-345-159-416,21.1386,17.293,0.2223789972821373
5_SLR-345-159-548,21.3713,17.477,0.2228242833438233
5_SLR-345-159-723,21.1688,17.3,0.2236300578034682
5_SLR-345-159-855,21.2512,17.357,0.2243590482226192
5_SLT-090-126-011,20.8362,17.07,0.2206326889279438
5_SLT-090-126-171,21.3096,17.454,0.2209006531454107
5_SLT-090-126-303,21.364,17.49,0.2214979988564895
5_SLT-090-126-436,21.221,17.357,0.2226191162067178
5_SLT-090-126-568,21.0,17.179,0.2224227254205717
5_SLT-090-126-700,20.8283,17.021,0.2236825098407847
5_SLT-090-126-833,20.7019,16.924,0.2232273694162136
5_SLT-090-138-002,20.0289,16.359,0.224335228314689
5_SLT-090-138-162,20.9868,17.149,0.2237914747215579
5_SLT-090-138-294,21.0936,17.214,0.2253746950156849
5_SLT-090-138-427,20.9399,17.077,0.226204836915149
5_SLT-090-138-559,20.727,16.903,0.2262320298171923
5_SLT-090-138-691,20.9592,17.092,0.226257898432015
5_SLT-090-138-824,20.6883,16.876,0.2259006873666745
5_SLT-090-150-009,20.8326,17.022,0.223863235812478
5_SLT-090-150-169,21.3336,17.414,0.2250832663374296
5_SLT-090-150-301,21.2953,17.383,0.2250647184030375
5_SLT-090-150-434,21.1884,17.288,0.2256131420638593
5_SLT-090-150-566,20.9024,17.057,0.2254440991968108
5_SLT-090-150-698,20.9538,17.104,0.2250818521983163
5_SLT-090-150-831,21.0026,17.151,0.2245699959186054
5_SLT-090-162-162,21.6724,17.719,0.223116428692364
5_SLT-090-162-294,21.6776,17.715,0.2236861416878352
5_SLT-090-162-427,21.591,17.624,0.2250907852927827
5_SLT-090-162-559,21.0135,17.14,0.2259918319719953
5_SLT-090-162-691,21.0928,17.214,0.22532822121529
5_SLT-090-162-824,21.5317,17.592,0.2239483856298318
5_SRL-084-078-056,6.0703,4.92,0.23380081300813
5_SRL-084-078-213,6.0905,4.931,0.235145001013993
5_SRL-084-078-266,6.2337,5.05,0.2343960396039604
5_SRL-084-078-318,6.2032,5.025,0.2344676616915421
5_SRL-084-078-370,6.5671,5.319,0.2346493701823651
5_SRL-084-078-423,6.3129,5.105,0.2366111655239959
5_SRL-084-078-475,6.2055,5.009,0.2388700339389098
5_SRL-084-078-527,6.329,5.125,0.2349268292682926
5_SRL-084-078-580,6.2744,5.069,0.2377983823239297
5_SRL-084-078-632,6.2773,5.069,0.2383704872755968
5_SRL-084-078-684,6.14,4.958,0.2384025816861636
5_SRL-084-078-737,6.1198,4.94,0.2388259109311739
5_SRL-084-078-789,6.1166,4.942,0.2376770538243625
5_SRL-084-078-841,6.28,5.07,0.2386587771203155
5_SRL-084-078-894,6.259,5.057,0.2376903302353173
5_SRL-084-078-946,6.2407,5.037,0.2389716100853683
5_SRL-093-078-054,5.9835,4.834,0.2377947869259414
5_SRL-093-078-211,6.162,4.977,0.238095238095238
5_SRL-093-078-263,6.1625,4.98,0.2374497991967869
5_SRL-093-078-316,6.1506,4.987,0.2333266492881491
5_SRL-093-078-420,6.3246,5.152,0.2276009316770186
5_SRL-093-078-525,6.1269,4.978,0.2307955002008839
5_SRL-093-078-577,6.1463,4.98,0.2341967871485943
5_SRL-093-078-629,6.2082,5.019,0.2369396294082485
5_SRL-093-078-682,5.9753,4.826,0.2381475341898052
5_SRL-093-078-734,6.0972,4.938,0.2347509113001215
5_SRL-093-078-786,6.1555,4.97,0.2385311871227364
5_SRL-093-078-839,6.1175,4.937,0.2391128215515494
5_SRL-093-078-891,6.0699,4.902,0.2382496940024478
5_SRL-093-078-943,6.0155,4.855,0.2390319258496395
5_SRT-237-105-536,3.4672,2.821,0.2290677064870612
5_SRT-237-105-546,3.9401,3.202,0.2305121798875703
5_SRT-237-105-556,3.9155,3.179,0.2316766278703996
5_SRT-237-105-609,3.9141,3.178,0.2316236626809314
5_SRT-237-105-619,3.9273,3.194,0.2295867251095804
5_SRT-237-105-630,3.9265,3.186,0.2324231010671688
5_SRT-237-105-640,3.8722,3.142,0.232399745385105
5_SRT-237-105-650,3.9135,3.178,0.2314348646947766
5_SRT-237-105-661,3.8937,3.154,0.2345275840202917
5_SRT-237-105-671,3.9007,3.162,0.233617963314358
5_SRT-237-105-681,3.9242,3.181,0.2336372209996856
5_SRT-237-105-692,3.9864,3.232,0.2334158415841584
5_SRT-237-105-702,4.067,3.296,0.2339199029126215
5_SRT-237-105-712,4.2391,3.432,0.2351689976689976
5_SRT-237-105-723,4.3316,3.512,0.2333712984054669
5_SRT-237-105-733,4.1153,3.315,0.2414177978883862
5_SRT-237-105-743,4.116,3.335,0.234182908545727
5_SRT-237-105-754,3.9965,3.237,0.2346308310163732
5_SRT-237-105-764,3.904,3.162,0.2346616065781151
5_SRT-237-105-774,3.8633,3.125,0.236256
5_SRT-237-105-785,3.8523,3.133,0.2295882540695819
5_SRT-237-105-795,3.8722,3.132,0.2363346104725414
5_SRT-237-105-805,3.8166,3.087,0.2363459669582118
5_SRT-237-105-816,3.8296,3.101,0.2349564656562399
5_SRT-237-105-826,3.8712,3.113,0.2435592675875361
5_SRT-237-105-836,3.8105,3.084,0.2355706874189365
5_SRT-237-105-847,3.7872,3.064,0.2360313315926892
5_SRT-237-105-857,3.8413,3.113,0.233954384837777
5_SRT-237-105-867,3.8334,3.104,0.2349871134020618
5_SRT-237-105-878,3.766,3.045,0.2367816091954023
5_STL-125-161-052,7.2402,5.832,0.2414609053497942
5_STL-125-161-104,7.3083,5.891,0.2405873366151757
5_STL-125-161-156,7.1766,5.789,0.2396959751252375
5_STL-125-161-208,7.1806,5.79,0.2401727115716753
5_STL-125-161-261,7.1451,5.762,0.2400381811870879
5_STL-125-161-313,7.2364,5.838,0.2395340870161013
5_STL-125-161-365,7.1095,5.736,0.239452580195258
5_STL-125-161-418,6.8505,5.53,0.2387884267631103
5_STL-125-161-470,7.0528,5.689,0.2397257866057304
5_STL-125-161-522,7.1684,5.786,0.2389215347390253
5_STL-125-161-575,7.1145,5.746,0.2381656804733726
5_STL-125-161-627,7.3408,5.925,0.2389535864978902
5_STL-125-161-679,7.3346,5.915,0.24
5_STL-125-161-731,7.1521,5.77,0.2395320623916811
5_STL-125-161-784,7.0209,5.683,0.2354214323420729
5_STL-125-161-836,7.1426,5.755,0.2411120764552562
5_STL-125-161-888,7.1366,5.75,0.2411478260869564
5_STL-125-161-941,7.0876,5.718,0.2395243091990206
5_STL-127-150-053,7.232,5.826,0.2413319601785102
5_STL-127-150-105,7.1695,5.775,0.2414718614718614
5_STL-127-150-157,7.0432,5.681,0.2397817285689138
5_STL-127-150-210,7.0335,5.67,0.2404761904761905
5_STL-127-150-262,7.1338,5.756,0.2393676164002779
5_STL-127-150-314,7.2667,5.861,0.23983961781266
5_STL-127-150-366,7.1182,5.74,0.2401045296167246
5_STL-127-150-419,7.1452,5.76,0.2404861111111111
5_STL-127-150-471,7.2488,5.842,0.2408079424854503
5_STL-127-150-523,7.1111,5.739,0.2390834640181217
5_STL-127-150-576,7.2276,5.827,0.2403638235798867
5_STL-127-150-628,7.3881,5.962,0.2391982556189198
5_STL-127-150-680,7.6229,6.161,0.2372829086187307
5_STR-237-105-031,7.0072,5.662,0.2375838926174497
5_STR-237-105-041,6.996,5.65,0.2382300884955752
5_STR-237-105-052,6.9805,5.635,0.2387755102040817
5_STR-237-105-062,6.9656,5.624,0.2385490753911807
5_STR-237-105-115,6.8545,5.535,0.2383920505871724
5_STR-237-105-125,6.9419,5.602,0.2391824348446983
5_STR-237-105-135,6.9321,5.595,0.2389812332439679
5_STR-237-105-146,6.7494,5.449,0.2386492934483391
5_STR-237-105-156,6.8687,5.552,0.2371577809798271
5_STR-237-105-166,7.2583,5.851,0.2405229875235003
5_STR-237-105-177,7.2879,5.875,0.2404936170212765
5_STR-237-105-187,6.9272,5.599,0.2372209323093409
5_STR-237-105-197,6.8242,5.508,0.238961510530138
5_STR-237-105-208,6.8867,5.558,0.2390608132421735
5_STR-237-105-218,6.9015,5.582,0.2363848083124329
5_STR-237-105-228,6.9147,5.562,0.2432038834951455
5_STR-237-105-239,6.8318,5.517,0.2383179264092803
5_STR-237-105-249,6.7824,5.479,0.2378901259353896
5_STR-237-105-259,6.7678,5.462,0.2390699377517394
5_STR-237-105-270,6.7966,5.487,0.238673227628941
5_STR-237-105-280,6.8892,5.554,0.2404033129276196
5_STR-237-105-290,6.9681,5.617,0.2405376535517179
5_STR-237-105-301,6.6281,5.344,0.2402881736526945
5_STR-237-105-311,6.806,5.492,0.2392571012381646
5_STR-237-105-321,6.819,5.511,0.2373434948285247
5_STR-237-105-332,6.8199,5.509,0.2379560718823741
5_STR-237-105-342,6.5697,5.307,0.2379310344827585
5_STR-237-105-352,6.8222,5.506,0.2390483109335269
5_STR-237-105-363,6.8384,5.516,0.2397389412617839
5_STR-237-105-373,6.5174,5.259,0.2392850351777904
5_TL-037-136-030,17.42,14.061,0.2388877035772706
5_TL-037-136-504,17.5368,14.103,0.2434801106147628
5_TL-037-159-030,18.5416,14.915,0.2431511900771036
5_TL-037-159-504,19.1686,15.423,0.2428580691175517
5_TL-040-072-032,16.2153,13.175,0.2307628083491459
5_TL-041-096-031,16.5719,13.469,0.2303734501447769
5_TL-044-136-030,17.8229,14.447,0.2336748113795252
5_TL-044-159-030,16.9816,13.731,0.2367343966207851
5_TL-053-096-032,16.2865,13.148,0.2387055065409188
5_TL-053-096-505,17.2571,13.93,0.2388442211055277
5_TL-057-135-032,17.6032,14.166,0.2426373005788508
5_TL-058-159-033,18.2421,14.757,0.2361658873754828
5_TL-058-159-506,18.6241,14.992,0.242269210245464
5_TL-065-135-033,16.7242,13.484,0.2402996143577573
5_TL-065-135-506,17.357,13.945,0.2446755109358192
5_TL-065-158-033,17.685,14.281,0.2383586583572577
5_TL-065-158-506,17.6832,14.248,0.2411005053340819
5_TL-117-094-031,16.7378,13.624,0.228552554315913
5_TL-117-094-504,16.5175,13.43,0.2298957557706626
5_TL-119-118-031,17.6755,14.281,0.2376934388348154
5_TL-128-093-031,16.2212,13.162,0.2324266828749429
5_TL-128-093-504,17.0105,13.791,0.2334493510260314
5_TL-128-117-031,16.671,13.414,0.2428060235574772
5_TL-128-117-505,17.8646,14.426,0.2383612921114653
5_TL-306-115-032,18.4427,14.946,0.2339555733975644
5_TL-306-115-505,17.9135,14.42,0.242267683772538
5_TL-307-138-032,18.8128,15.225,0.2356518883415435
5_TL-315-114-033,,25.686,
5_TL-315-114-506,18.5693,14.999,0.238035869057937
5_TL-315-138-032,18.099,14.631,0.2370309616567562
5_TL-315-138-505,17.9251,14.537,0.2330673453945105
5_TR-202-131-025,21.586,,
5_TR-202-131-056,21.4435,17.715,0.2104713519616144
5_TR-202-131-087,21.2651,17.561,0.2109276237116337
5_TR-202-131-119,21.3041,17.59,0.2111483797612278
5_TR-202-131-150,21.3564,17.631,0.2112982814361068
5_TR-202-131-181,21.2729,17.557,0.2116477758159139
5_TR-202-131-213,21.4133,17.665,0.2121879422587037
