sample,exp_mass,dry_mass,moisture_content
3_CT-239-166-701,20.1652,18.395,0.0962326719217178
3_CT-239-166-732,19.9115,18.286,0.0888931422946515
3_CT-239-166-764,19.9085,18.286,0.088729082358088
3_CT-239-166-795,19.9158,18.286,0.0891282948703926
3_CT-239-166-826,,18.242,
3_CT-239-166-858,19.9485,18.321,0.0888324873096445
3_CT-239-166-889,19.82,18.202,0.0888913306230083
3_CT-239-166-920,19.9383,18.309,0.088989021792561
3_CT-239-166-952,20.0191,18.378,0.0892969855261726
3_CT-239-166-983,20.22,18.558,0.0895570643388295
3_CT-314-176-857,20.9822,18.664,0.1242070295756535
3_CT-314-176-888,21.1223,18.784,0.1244836030664395
3_CT-314-176-920,21.1631,18.821,0.1244407842303808
3_CT-314-176-951,21.1636,18.818,0.1246466149431394
3_CT-314-176-982,21.4052,19.014,0.1257599663405912
3_SLR-337-119-038,19.7337,18.047,0.0934615171496646
3_SLR-337-119-171,19.7029,18.009,0.0940585262924093
3_SLR-337-119-303,19.4141,17.749,0.093813735985126
3_SLR-337-119-435,19.5966,17.92,0.0935602678571426
3_SLR-337-119-568,19.55,17.884,0.0931558935361216
3_SLR-337-119-780,19.8632,18.192,0.0918645558487246
3_SLR-339-173-038,20.8037,19.021,0.0937227275116975
3_SLR-339-173-171,20.8461,19.067,0.0933078093040331
3_SLR-342-174-038,20.9155,19.124,0.093678100815729
3_SLR-342-174-170,21.0433,19.237,0.0938971773145501
3_SLR-342-174-302,20.8303,19.049,0.0935114704183947
3_SLR-342-174-435,20.8746,19.089,0.0935407826496936
3_SLR-342-174-567,20.5871,18.822,0.0937785570077569
3_SLR-342-174-699,20.9747,19.177,0.0937425040412994
3_SLR-342-174-832,20.8938,19.1,0.093916230366492
3_SLR-343-118-038,19.5411,17.87,0.0935142697257973
3_SLR-343-118-170,19.2911,17.65,0.0929801699716714
3_SLR-343-118-303,19.1175,17.504,0.0921789305301644
3_SLR-343-118-435,19.3253,17.694,0.0921950943822764
3_SLR-343-118-567,19.2567,17.633,0.0920830261441614
3_SLR-343-118-699,19.5338,17.886,0.0921279212792128
3_SLR-343-118-832,19.5672,17.914,0.0922853634029249
3_SLR-347-174-038,21.2793,19.437,0.0947831455471522
3_SLR-347-174-170,21.1859,19.35,0.0948785529715761
3_SLR-347-174-303,21.0123,19.195,0.0946756967960406
3_SLR-347-174-435,20.9558,19.139,0.0949265896859815
3_SLR-347-174-567,20.9178,19.105,0.0948861554566866
3_SLR-347-174-700,20.9536,19.129,0.0953839719797166
3_SLR-347-174-832,20.9899,19.169,0.0949919140278573
3_SLR-349-120-031,19.9653,18.372,0.0867243631613324
3_SLT-105-138-036,20.0014,18.298,0.0930921412176195
3_SLT-105-138-168,20.4189,18.689,0.0925624699020814
3_SLT-105-138-301,20.3274,18.61,0.0922837184309511
3_SLT-105-138-433,20.3818,18.661,0.0922137077327044
3_SLT-105-138-565,20.4986,18.773,0.0919192457252437
3_SLT-105-138-698,19.8784,18.191,0.0927601561211588
3_SLT-105-138-830,19.612,17.945,0.0928949568124824
3_SLT-105-150-036,19.8967,18.127,0.0976278479616042
3_SLT-105-150-168,19.9099,18.136,0.0978109836788708
3_SLT-105-150-301,19.9321,18.158,0.0977034915739617
3_SLT-105-150-433,19.5289,17.796,0.0973758147898404
3_SLT-105-150-565,19.33,17.6,0.0982954545454543
3_SLT-105-150-698,19.4448,17.7,0.0985762711864407
3_SLT-105-150-830,19.2496,17.538,0.0975937963279735
3_SLT-106-161-035,19.7882,18.055,0.0959955690944336
3_SLT-106-161-168,20.0818,18.235,0.1012777625445572
3_SLT-106-161-300,19.8441,18.11,0.095753727222529
3_SLT-106-161-432,19.7322,18.002,0.0961115431618709
3_SLT-106-161-565,19.3861,17.685,0.0961888606163415
3_SLT-106-161-697,19.0893,17.407,0.0966450278623543
3_SLT-106-161-829,18.393,16.743,0.0985486471958431
3_SLT-106-173-036,19.5647,17.868,0.0949574658607566
3_SLT-106-173-168,19.9488,18.185,0.0969920263953808
3_SLT-106-173-301,19.7838,18.026,0.0975147009874625
3_SLT-106-173-433,19.6699,17.927,0.0972220672728286
3_SLT-106-173-565,19.4692,17.739,0.0975365014938835
3_SLT-106-173-698,19.4208,17.695,0.0975303758123763
3_SLT-106-173-830,19.1515,17.437,0.0983254000114697
3_SRL-100-097-050,6.3598,5.825,0.0918111587982832
3_SRL-100-097-103,6.2989,5.767,0.0922316629096582
3_SRL-100-097-155,6.3718,5.846,0.089941840574752
3_SRL-100-097-207,6.3824,5.849,0.0911950760813813
3_SRL-100-097-260,6.4882,5.946,0.0911873528422469
3_SRL-100-097-312,6.5348,5.988,0.0913159652638609
3_SRL-100-097-364,6.3833,5.856,0.0900443989071038
3_SRL-100-097-417,6.5301,5.985,0.0910776942355889
3_SRL-100-097-469,6.6062,6.047,0.092475607739375
3_SRL-100-097-521,6.5795,6.026,0.0918519747759708
3_SRL-100-097-574,6.3697,5.856,0.0877219945355191
3_SRL-100-097-626,6.2308,5.723,0.0887296872269789
3_SRL-100-097-678,6.1381,5.629,0.0904423521051696
3_SRL-100-097-731,6.3346,5.813,0.0897299157061758
3_SRL-100-097-783,6.3423,5.818,0.0901168786524579
3_SRL-100-097-835,6.225,5.707,0.0907657263010337
3_SRL-100-097-888,6.2109,5.692,0.091163035839775
3_SRL-100-097-940,6.1484,5.641,0.0899485906754121
3_SRL-107-095-049,6.3155,5.799,0.089067080531126
3_SRL-107-095-102,6.4118,5.894,0.0878520529351883
3_SRL-107-095-154,6.4055,5.884,0.0886301835486063
3_SRL-107-095-206,6.6241,6.089,0.0878797832156347
3_SRL-107-095-259,6.4706,5.944,0.0885935397039031
3_SRL-107-095-311,6.4332,5.911,0.0883437658602606
3_SRL-107-095-363,6.4413,5.914,0.0891613121406831
3_SRL-107-095-416,6.5296,5.958,0.0959382343068143
3_SRL-107-095-468,6.4149,5.889,0.0893020886398369
3_SRL-107-095-520,6.4221,5.892,0.0899694501018329
3_SRL-107-095-573,6.3707,5.846,0.0897536777283613
3_SRL-107-095-625,6.3116,5.794,0.0893337935795652
3_SRT-240-108-024,6.4612,5.955,0.0850041981528127
3_SRT-240-108-035,6.2036,5.697,0.0889239950851324
3_SRT-240-108-046,5.9881,5.5,0.0887454545454545
3_SRT-240-108-057,6.1599,5.659,0.0885138717087825
3_SRT-240-108-068,5.9676,5.485,0.0879854147675478
3_SRT-240-108-079,6.2141,5.69,0.0921089630931458
3_SRT-240-108-090,5.8293,5.331,0.0934721440630274
3_SRT-240-108-101,6.0086,5.5,0.0924727272727273
3_SRT-240-108-112,5.8838,5.395,0.0906024096385542
3_SRT-240-108-123,6.0196,5.512,0.0920899854862119
3_SRT-240-108-134,6.0127,5.503,0.0926222060694166
3_SRT-240-108-145,6.1869,5.66,0.0930918727915193
3_SRT-240-108-156,6.0191,5.509,0.0925939371936829
3_SRT-240-108-167,5.9678,5.467,0.09160417047741
3_SRT-240-108-178,6.0882,5.57,0.0930341113105923
3_SRT-240-108-189,5.9503,5.442,0.0934031606027196
3_SRT-240-108-200,5.8666,5.365,0.0934948741845293
3_SRT-240-108-211,5.9814,5.472,0.0930921052631577
3_SRT-240-108-222,6.1019,5.579,0.0937264742785445
3_SRT-240-108-255,5.8711,5.375,0.0922976744186046
3_SRT-240-108-266,5.8872,5.387,0.0928531650269167
3_SRT-240-108-277,5.9138,5.412,0.092719881744272
3_SRT-240-108-288,5.7833,5.294,0.0924253872308273
3_SRT-240-108-299,5.7667,5.271,0.0940428761145893
3_SRT-240-108-310,5.793,5.303,0.0924005280030172
3_SRT-240-108-321,5.8826,5.383,0.092810700352963
3_SRT-240-108-332,5.8041,5.314,0.0922280767783214
3_SRT-240-108-343,5.7471,5.255,0.0936441484300665
3_SRT-240-108-354,5.8444,5.353,0.0917989912198768
3_SRT-240-108-365,6.0074,5.499,0.0924531733042371
3_STL-134-158-050,7.0948,6.507,0.090333487013985
3_STL-134-158-102,6.9058,6.336,0.0899305555555555
3_STL-134-158-154,6.129,5.62,0.0905693950177935
3_STL-134-158-207,6.8361,6.267,0.090808999521302
3_STL-134-158-259,6.0067,5.505,0.0911353315168029
3_STL-134-158-311,6.9005,6.324,0.0911606578115117
3_STL-134-158-364,6.6516,6.092,0.0918581746552857
3_STL-134-158-416,6.866,6.292,0.0912269548633184
3_STL-134-158-468,6.8865,6.319,0.0898085140053805
3_STL-134-158-520,6.8048,6.241,0.0903380868450569
3_STL-134-158-573,6.814,6.248,0.0905889884763123
3_STL-134-158-625,6.7458,6.187,0.0903184095684499
3_STL-134-158-677,6.3915,5.865,0.0897698209718669
3_STL-134-158-730,6.5956,6.053,0.0896415000826037
3_STL-134-158-782,6.387,5.855,0.0908625106746369
3_STL-134-158-834,6.6503,6.089,0.092182624404664
3_STL-134-158-887,6.8239,6.257,0.0906025251718076
3_STL-134-158-939,6.8706,6.301,0.0903983494683382
3_STL-135-171-049,6.1078,5.602,0.0902891824348446
3_STL-135-171-101,5.9262,5.43,0.0913812154696132
3_STL-135-171-154,6.9086,6.328,0.0917509481668773
3_STL-135-171-206,6.7479,6.187,0.090657830935833
3_STL-135-171-258,6.8549,6.279,0.0917184265010351
3_STL-135-171-311,5.8327,5.343,0.091652629608834
3_STL-135-171-363,6.4055,5.87,0.0912265758091993
3_STL-135-171-415,6.7015,6.137,0.0919830536092554
3_STL-135-171-468,6.7375,6.173,0.0914466223878178
3_STL-135-171-520,6.7466,6.184,0.0909767141009055
3_STL-135-171-572,6.6712,6.114,0.0911350997710173
3_STL-135-171-624,6.7872,6.215,0.0920675784392599
3_STL-135-171-677,6.6349,6.076,0.0919848584595129
3_STR-240-108-524,6.259,5.749,0.0887110801878588
3_STR-240-108-535,6.3466,5.836,0.0874914324880053
3_STR-240-108-546,6.2554,5.758,0.0863841611670718
3_STR-240-108-557,6.2796,5.768,0.0886962552011096
3_STR-240-108-568,6.1594,5.66,0.0882332155477031
3_STR-240-108-579,6.063,5.556,0.0912526997840172
3_STR-240-108-590,6.0885,5.614,0.0845208407552547
3_STR-240-108-601,6.1912,5.684,0.0892329345531316
3_STR-240-108-612,6.0961,5.597,0.0891727711273895
3_STR-240-108-623,6.1126,5.622,0.0872643187477765
3_STR-240-108-634,6.0985,5.617,0.0857219156133166
3_STR-240-108-645,6.2358,5.742,0.0859979101358412
3_STR-240-108-656,6.0867,5.592,0.0884656652360516
3_STR-240-108-667,6.0808,5.594,0.0870218090811583
3_STR-240-108-689,6.0684,5.587,0.0861643100053695
3_STR-240-108-700,6.0539,5.572,0.0864860014357501
3_STR-240-108-711,6.0359,5.551,0.0873536299765807
3_STR-240-108-722,6.0312,5.547,0.0872904272579773
3_STR-240-108-733,5.9718,5.482,0.089346953666545
3_STR-240-108-744,5.8968,5.414,0.089176209826376
3_STR-240-108-810,5.9845,5.491,0.0898743398288108
3_STR-240-108-821,6.0997,5.597,0.0898159728425942
3_STR-240-108-832,6.11,5.606,0.0899036746343204
3_STR-240-108-843,6.168,5.661,0.0895601483836779
3_STR-240-108-854,6.0301,5.533,0.0898427616121452
3_STR-240-108-865,6.0585,5.559,0.0898542903399892
3_STR-240-108-876,6.1284,5.62,0.0904626334519572
3_STR-240-108-887,6.0548,5.55,0.090954954954955
3_STR-240-108-898,6.0455,5.539,0.0914424986459649
3_STR-240-108-909,6.0399,5.536,0.0910223988439307
3_TL-036-167-031,13.6274,12.498,0.0903664586333813
3_TL-036-167-504,13.8601,,
3_TL-037-131-504,18.3425,16.845,0.0888987830216682
3_TL-037-191-031,12.9425,11.867,0.0906294767000926
3_TL-038-098-030,14.6931,13.513,0.0873307185673055
3_TL-040-122-030,15.8247,14.575,0.0857427101200686
3_TL-042-166-031,12.6555,11.585,0.0924039706517047
3_TL-042-189-031,14.88,13.712,0.0851808634772462
3_TL-042-189-504,13.1428,12.084,0.0876199933796755
3_TL-049-095-504,11.1749,10.27,0.0881110029211294
3_TL-050-120-504,14.1194,12.971,0.0885359648446535
3_TL-053-164-504,12.1728,11.183,0.0885093445408209
3_TL-054-189-504,11.1135,,
3_TL-059-162-030,13.0654,11.977,0.0908741755030475
3_TL-059-162-504,11.9361,10.972,0.0878691213999271
3_TL-060-186-031,13.7435,12.646,0.0867863356001896
3_TL-060-186-504,11.2916,10.356,0.0903437620702975
3_TL-060-186-504_INVALID,,12.72,
3_TL-070-115-504,12.4789,11.434,0.0913853419625678
3_TL-070-115-504_INVALID,,10.197,
3_TL-074-156-031,16.2,14.94,0.0843373493975903
3_TL-074-156-504,10.6355,9.74,0.0919404517453798
3_TL-075-180-031,13.306,12.222,0.0886925216822123
3_TL-075-180-504,14.6185,13.396,0.0912585846521348
3_TL-079-088-504,10.7706,9.901,0.0878295121704878
3_TL-080-113-031,16.0062,14.721,0.0873038516405135
3_TL-081-155-031,12.0163,11.003,0.0920930655275833
3_TL-081-155-504,11.5272,10.6,0.0874716981132076
3_TL-081-179-031,12.4727,11.425,0.091702407002188
3_TL-081-179-504,12.0376,11.031,0.0912519263892665
3_TL-130-132-504,15.9545,14.652,0.0888957138957139
3_TL-131-106-031,11.9406,10.966,0.0888747036294
3_TL-131-106-504,13.4052,12.281,0.0915397768911326
3_TL-138-133-030,13.8887,12.761,0.0883708173340648
3_TL-141-109-031,16.8689,15.51,0.0876144422952933
3_TR-197-136-010,19.8146,18.266,0.084780466440381
3_TR-197-136-041,19.2542,17.745,0.0850493096646942
3_TR-197-136-072,19.1496,17.717,0.0808601907772196
3_TR-197-136-104,19.1757,17.674,0.0849666176304175
3_TR-197-136-135,19.221,17.651,0.0889468018809132
3_TR-197-136-166,19.2682,17.771,0.0842496201676889
3_TR-197-136-198,19.1276,17.647,0.0839009463364879
3_TR-197-136-229,19.0229,17.549,0.0839876916063593
3_TR-197-136-260,18.9157,17.449,0.0840563929164994
3_TR-197-136-292,20.5851,18.994,0.0837685584921554
3_TR-197-136-354,19.3352,17.827,0.0846020081898243
3_TR-197-136-386,18.9035,17.439,0.0839784391306841
3_TR-197-136-417,18.9155,17.46,0.0833619702176403
3_TR-197-136-448,19.2024,17.723,0.0834734525757491
3_TR-197-136-480,19.1059,17.623,0.0841457186631105
3_TR-197-136-511,19.0976,17.617,0.0840438213089628
3_TR-197-136-542,19.2318,17.745,0.0837869822485206
3_TR-197-136-574,19.2233,17.741,0.0835522236627021
3_TR-197-136-605,19.0735,17.598,0.0838447550858052
3_TR-197-136-636,19.0515,17.576,0.0839497041420118
3_TR-197-136-668,19.052,17.567,0.084533500313087
3_TR-197-136-699,19.0291,17.548,0.0844027809436973
3_TR-197-136-730,18.9078,17.441,0.0841006823003269
3_TR-197-136-762,18.8455,17.381,0.0842586732639089
3_TR-197-136-793,19.6262,18.097,0.0845001934022213
3_TR-197-136-824,19.3428,17.845,0.0839338750350239
3_TR-197-136-856,18.8758,17.421,0.083508409390965
3_TR-197-136-887,18.8234,17.375,0.0833611510791366
3_TR-197-136-918,18.7335,17.289,0.0835502342529931
3_TR-197-136-950,18.7489,17.302,0.0836261703849265
3_TR-197-136-981,18.6714,17.224,0.0840339061774267
3_TT-277-172-042,19.7279,18.166,0.0859793019927337
3_TT-277-172-073,19.8661,18.281,0.0867075105300585
3_TT-277-172-104,19.8423,18.254,0.0870110660677112
3_TT-277-172-135,19.7522,18.172,0.0869579572969402
3_TT-277-172-167,19.5473,17.984,0.0869272686832739
3_TT-277-172-198,19.4506,17.898,0.0867471225835289
3_TT-277-172-229,19.4804,17.944,0.0856219349086045
3_TT-277-172-261,19.5998,18.04,0.0864634146341463
3_TT-277-172-292,19.6627,18.096,0.0865771441202476
3_TT-277-172-323,19.5681,18.004,0.0868751388580315
3_TT-277-172-355,19.26,17.719,0.0869687905638015
3_TT-277-172-386,18.9984,17.479,0.086927169746553
3_TT-277-172-417,18.9315,17.421,0.0867057000172206
3_TT-277-172-448,18.7505,17.259,0.0864186801089285
3_TT-277-172-480,18.6174,17.129,0.0868935723042792
3_TT-277-172-511,18.5375,17.056,0.0868609287054409
3_TT-277-172-542,18.1241,16.692,0.0857955907021326
3_TT-277-172-574,18.5308,17.061,0.0861496981419611
3_TT-277-172-605,18.1548,16.719,0.0858783420061008
3_TT-277-172-636,17.9249,16.498,0.0864892714268396
3_TT-277-172-668,17.749,16.331,0.0868287306349886
3_TT-277-172-699,17.6109,16.207,0.0866230641081014
3_TT-277-172-730,17.3404,15.956,0.0867635998997242
3_TT-277-172-761,17.2789,15.901,0.0866549273630589
3_TT-277-172-793,17.0009,15.645,0.0866666666666668
3_TT-277-172-824,16.9586,15.606,0.0866717929001666
3_TT-277-172-855,17.0528,15.696,0.0864424057084608
3_TT-277-172-887,16.5952,15.271,0.086713378298736
3_TT-277-172-918,16.4127,15.096,0.0872217806041336
3_TT-277-172-949,16.6831,15.351,0.0867761057911535
3_TT-277-172-981,16.4337,15.116,0.0871725324159832
4_CL-014-169-421,20.5356,17.303,0.1868230942611106
4_CL-014-169-520,20.6166,17.369,0.1869767977431054
4_CL-014-169-618,20.6954,17.435,0.1870031545741325
4_CL-015-138-028,20.9685,17.917,0.1703131104537588
4_CL-015-138-127,20.8088,17.796,0.1692964711171051
4_CL-015-138-225,20.7479,17.761,0.1681718371713305
4_CL-015-138-323,21.7716,18.671,0.1660650206202131
4_CL-015-138-422,20.7843,17.831,0.1656272783354832
4_CL-015-138-520,20.9764,17.797,0.1786480867561949
4_CL-015-138-618,21.0325,17.906,0.174606277225511
4_CL-015-138-717,20.9015,17.803,0.1740437004999156
4_CL-015-138-815,20.9606,17.849,0.1743290940668944
4_CL-015-138-913,21.1923,18.078,0.1722701626286093
4_CL-016-106-029,19.3406,16.405,0.1789454434623588
4_CL-016-106-127,19.3883,16.476,0.176760135955329
4_CL-016-106-225,19.7515,16.794,0.1761045611527926
4_CL-016-106-323,22.3056,19.022,0.172621175481022
4_CL-016-106-422,19.4416,16.537,0.1756424986394147
4_CL-016-106-520,19.5705,16.649,0.1754760045648386
4_CL-016-106-618,19.6153,16.652,0.1779546000480422
4_CL-016-106-717,19.2769,16.354,0.1787269169622112
4_CL-016-106-815,19.6861,16.7,0.1788083832335329
4_CL-016-106-913,20.233,17.182,0.1775695495285765
4_CL-328-135-029,22.4266,19.308,0.1615185415371867
4_CL-328-135-127,22.2256,19.081,0.1648026832975211
4_CL-328-135-225,22.2793,19.124,0.1649916335494666
4_CL-328-135-324,22.2031,19.052,0.1653947092168801
4_CL-328-135-422,21.7705,18.662,0.166568427821241
4_CL-328-135-520,22.908,19.621,0.1675245909994395
4_CL-328-135-619,22.6396,19.394,0.1673507270289782
4_CL-328-135-717,22.053,18.945,0.1640538400633412
4_CL-328-135-815,22.0182,18.962,0.1611749815420314
4_CL-328-135-914,22.3373,19.056,0.172192485306465
4_CR-162-123-011,20.2353,17.269,0.1717702241009902
4_CR-162-123-043,20.53,17.49,0.1738136077758721
4_CR-162-123-074,21.4463,18.255,0.1748178581210628
4_CR-162-123-105,22.2299,18.92,0.1749418604651162
4_CR-162-123-137,20.7015,17.605,0.1758875319511501
4_CR-162-123-168,20.4742,17.416,0.1755971520440973
4_CR-162-123-199,20.4564,17.388,0.1764665286404415
4_CR-162-123-231,20.4747,17.398,0.1768421657661799
4_CR-162-123-262,20.4615,17.387,0.1768275148099155
4_CR-162-123-293,20.3773,17.318,0.1766543480771451
4_CR-162-123-325,20.2503,17.233,0.1750884930076016
4_CR-162-123-356,20.2782,17.23,0.1769123621590248
4_CR-162-123-387,20.1554,17.118,0.1774389531487324
4_CR-162-123-419,20.1974,17.156,0.1772790860340405
4_CR-162-123-513,20.2705,17.249,0.1751695750478288
4_CR-162-123-544,20.2367,17.204,0.1762787723785165
4_CR-162-123-575,20.4414,17.369,0.1768898612470494
4_CR-162-123-607,20.1502,17.12,0.1769976635514019
4_CR-162-123-638,20.4042,17.336,0.1769843101061375
4_CR-162-123-669,20.3527,17.297,0.176660692605654
4_CR-162-123-701,20.4327,17.366,0.1765921916388345
4_CR-162-123-732,20.387,17.316,0.1773504273504274
4_CR-162-123-763,20.4914,17.402,0.1775313182392827
4_CR-162-123-795,20.4702,17.381,0.1777343075772394
4_CR-162-123-826,20.4414,17.36,0.1775000000000001
4_CR-162-123-857,,17.206,
4_CR-162-123-889,,17.246,
4_CR-162-123-920,20.2692,17.22,0.1770731707317074
4_CR-162-123-951,20.2197,17.177,0.1771380334167782
4_CR-162-123-983,20.0706,17.062,0.1763333724065172
4_CT-238-157-019,21.6231,18.352,0.1782421534437663
4_CT-238-157-051,21.4717,18.213,0.178921649371328
4_CT-238-157-082,25.312,21.545,0.1748433511255511
4_CT-238-157-113,23.6275,20.051,0.1783701561019402
4_CT-238-157-145,21.7375,18.43,0.1794628323385784
4_CT-238-157-176,21.7677,18.455,0.1795014901110811
4_CT-238-157-207,21.7045,18.399,0.1796565030708189
4_CT-238-157-239,21.6451,18.35,0.1795694822888282
4_CT-238-157-270,21.6866,18.381,0.1798378760676784
4_CT-238-157-301,21.6218,18.333,0.179392352588229
4_CT-238-157-333,21.7861,18.469,0.1796036601873409
4_CT-238-157-364,21.8257,18.512,0.179002808988764
4_CT-238-157-395,21.9396,18.636,0.1772698003863489
4_CT-238-157-427,21.9801,18.591,0.1822978860739066
4_CT-238-157-458,21.7554,18.442,0.179665979828652
4_CT-238-157-489,21.7779,18.47,0.1790958310774228
4_CT-238-157-521,21.6918,18.396,0.1791585127201565
4_CT-238-157-552,21.6791,18.387,0.1790449774297056
4_CT-238-157-583,22.1616,18.793,0.1792475921885809
4_CT-238-157-615,21.6832,18.39,0.1790755845568243
4_CT-238-157-646,21.7065,18.404,0.1794446859378395
4_CT-238-157-677,21.8067,18.492,0.1792504866969499
4_CT-238-157-709,21.8336,18.53,0.1782838640043172
4_CT-238-157-740,21.9047,18.586,0.1785591305283546
4_CT-238-157-771,21.8846,18.544,0.1801445211389127
4_CT-238-157-803,22.0046,18.649,0.1799345809426778
4_CT-238-157-834,21.795,18.478,0.1795107695638056
4_CT-238-157-865,21.7861,18.468,0.1796675330301061
4_CT-238-157-897,21.793,18.471,0.1798494938010935
4_CT-238-157-928,21.9131,18.585,0.1790745224643529
4_CT-238-157-959,21.9721,18.653,0.1779392054897337
4_SLR-344-109-129,21.095,17.91,0.1778336125069792
4_SLR-344-109-262,20.9518,17.77,0.1790545863815418
4_SLR-344-109-394,20.8399,17.679,0.1787940494371854
4_SLR-344-109-603,21.6245,18.38,0.1765233949945594
4_SLR-344-109-813,20.7653,17.672,0.1750396106835672
4_SLR-348-166-134,21.6927,18.366,0.1811336164652074
4_SLR-348-166-267,21.0951,17.856,0.1814012096774191
4_SLR-348-166-399,20.884,17.674,0.181622722643431
4_SLR-348-166-531,21.7192,18.383,0.1814828918022086
4_SLR-348-166-663,20.431,17.276,0.182623292428803
4_SLR-348-166-796,20.5379,17.373,0.1821734875956944
4_SLR-350-109-126,20.8192,17.678,0.1776897839122071
4_SLR-350-109-258,20.5108,17.403,0.1785784060219503
4_SLR-350-109-391,20.5608,17.437,0.1791477891839192
4_SLR-350-109-523,21.235,18.007,0.1792636197034485
4_SLR-350-109-655,20.1026,17.05,0.1790381231671553
4_SLR-350-109-788,20.0873,17.042,0.1786938152798965
4_SLR-352-165-030,22.3351,18.88,0.1830031779661018
4_SLR-352-165-163,21.0922,17.822,0.1834923128717315
4_SLR-352-165-295,20.834,17.602,0.1836154982388364
4_SLR-352-165-427,20.8823,17.652,0.1829990935871289
4_SLR-352-165-560,21.4213,18.104,0.1832357490057445
4_SLR-352-165-692,20.7296,17.516,0.1834665448732589
4_SLR-352-165-824,20.8637,17.652,0.1819453886245184
4_SLT-101-138-039,20.8788,17.716,0.1785278843982838
4_SLT-101-138-171,21.0472,17.849,0.1791809064933609
4_SLT-101-138-303,20.9701,17.778,0.1795533805827427
4_SLT-101-138-436,20.6322,17.479,0.180399336346473
4_SLT-101-138-568,20.5683,17.421,0.1806612708799725
4_SLT-101-138-700,20.6847,17.53,0.1799600684540786
4_SLT-101-138-833,20.5429,17.42,0.1792709529276692
4_SLT-102-150-039,20.3223,17.196,0.1818039078855546
4_SLT-102-150-171,20.1317,17.02,0.1828260869565217
4_SLT-102-150-303,20.029,16.931,0.1829779694052329
4_SLT-102-150-436,20.0631,16.957,0.1831750899333607
4_SLT-102-150-568,20.5247,17.361,0.182230286273832
4_SLT-102-150-700,20.3921,17.237,0.1830422927423566
4_SLT-102-150-833,20.1405,17.025,0.1829955947136564
4_SLT-102-162-040,20.3018,17.171,0.1823306738104944
4_SLT-102-162-172,20.4197,17.251,0.1836821053851949
4_SLT-102-162-304,20.5578,17.359,0.1842732876317759
4_SLT-102-162-437,20.6427,17.431,0.1842521943663588
4_SLT-102-162-569,21.0263,17.755,0.1842466910729372
4_SLT-102-162-701,20.764,17.538,0.183943437107994
4_SLT-102-162-834,20.4748,17.298,0.1836512891663776
4_SLT-102-174-039,20.4861,17.308,0.1836202911948232
4_SLT-102-174-172,20.6584,17.445,0.1842017770134709
4_SLT-102-174-304,20.5819,17.375,0.1845697841726619
4_SLT-102-174-436,20.4221,17.246,0.1841644439290271
4_SLT-102-174-569,20.7058,17.483,0.1843390722416061
4_SLT-102-174-701,20.793,17.561,0.1840441888275154
4_SLT-102-174-833,20.7584,17.549,0.1828822155108554
4_SRL-095-090-047,6.4265,5.474,0.1740043843624405
4_SRL-095-090-100,6.4455,5.486,0.1748997448049581
4_SRL-095-090-152,6.3474,5.403,0.1747917823431428
4_SRL-095-090-204,6.3159,5.374,0.1752698176404913
4_SRL-095-090-257,6.2942,5.353,0.1758266392677004
4_SRL-095-090-309,6.4707,5.499,0.1767048554282597
4_SRL-095-090-361,6.4214,5.462,0.1756499450750641
4_SRL-095-090-414,6.4169,5.462,0.1748260710362505
4_SRL-095-090-466,6.447,5.481,0.1762452107279694
4_SRL-095-090-518,6.4625,5.496,0.1758551673944687
4_SRL-095-090-571,6.2362,5.301,0.1764195434823618
4_SRL-095-090-623,6.1835,5.255,0.1766888677450048
4_SRL-095-090-675,6.3217,5.375,0.1761302325581395
4_SRL-095-090-728,6.2489,5.309,0.177038990393671
4_SRL-103-088-048,6.5629,5.58,0.1761469534050179
4_SRL-103-088-101,6.0347,5.125,0.1775024390243902
4_SRL-103-088-153,6.3287,5.372,0.178090096798213
4_SRL-103-088-205,6.2341,5.292,0.1780234315948601
4_SRL-103-088-258,6.1033,5.182,0.1777884986491701
4_SRL-103-088-310,6.384,5.42,0.177859778597786
4_SRL-103-088-362,6.4023,5.436,0.1777593818984548
4_SRL-103-088-415,6.1729,5.238,0.1784841542573501
4_SRL-103-088-467,6.3263,5.373,0.1774241578261678
4_SRL-103-088-519,6.4097,5.443,0.1776042623553188
4_SRL-103-088-572,6.3803,5.421,0.1769599704851503
4_SRL-103-088-624,6.313,5.36,0.1777985074626864
4_SRL-103-088-676,6.4197,5.446,0.1787917737789203
4_SRL-103-088-729,6.4106,5.44,0.1784191176470586
4_SRL-103-088-781,6.1383,5.211,0.177950489349453
4_SRL-103-088-833,6.0399,5.128,0.1778276131045242
4_SRL-103-088-886,6.1404,5.218,0.1767727098505173
4_SRL-103-088-938,6.2287,5.299,0.1754481977731646
4_SRT-246-096-525,6.5269,5.563,0.1732698184432861
4_SRT-246-096-535,6.6128,5.626,0.1753999289015285
4_SRT-246-096-546,6.6913,5.688,0.1763888888888889
4_SRT-246-096-619,6.806,5.789,0.1756780100190016
4_SRT-246-096-629,6.7374,5.732,0.1754012561060711
4_SRT-246-096-639,6.5944,5.61,0.1754723707664884
4_SRT-246-096-650,6.6718,5.671,0.1764768118497619
4_SRT-246-096-660,6.7336,5.718,0.1776145505421476
4_SRT-246-096-670,6.6072,5.61,0.177754010695187
4_SRT-246-096-681,6.7125,5.709,0.1757750919600632
4_SRT-246-096-691,6.7506,5.735,0.1770880557977332
