,,cam1,cam1,cam2,cam2
data_3_TR,3_TR-197-136-072,L,R,T,R
data_3_TR,3_TR-197-136-104,L,R,T,R
data_3_TR,3_TR-197-136-135,L,R,T,R
data_3_TR,3_TR-197-136-166,L,R,T,R
data_3_TR,3_TR-197-136-198,L,R,T,R
data_3_TR,3_TR-197-136-229,L,R,T,R
data_3_TR,3_TR-197-136-260,L,R,T,R
data_3_TR,3_TR-197-136-292,L,R,T,R
data_3_TR,3_TR-197-136-354,L,R,T,R
data_3_TR,3_TR-197-136-386,L,R,T,R
data_3_TR,3_TR-197-136-417,L,R,T,R
data_3_TR,3_TR-197-136-448,L,R,T,R
data_3_TR,3_TR-197-136-480,L,R,T,R
data_3_TR,3_TR-197-136-511,L,R,T,R
data_3_TR,3_TR-197-136-542,L,R,T,R
data_3_TR,3_TR-197-136-574,L,R,T,R
data_3_TR,3_TR-197-136-605,L,R,T,R
data_3_TR,3_TR-197-136-636,L,R,T,R
data_3_TR,3_TR-197-136-668,L,R,T,R
data_3_TR,3_TR-197-136-699,L,R,T,R
data_3_TR,3_TR-197-136-730,L,R,T,R
data_3_TR,3_TR-197-136-762,L,R,T,R
data_3_TR,3_TR-197-136-793,L,R,T,R
data_3_TR,3_TR-197-136-824_K,L,R,T,R
data_3_TR,3_TR-197-136-856_K,L,R,T,R
data_3_TR,3_TR-197-136-887_K,L,R,T,R
data_3_TR,3_TR-197-136-918,L,R,T,R
data_3_TR,3_TR-197-136-950,L,R,T,R
data_3_TR,3_TR-197-136-981,L,R,T,R
data_3_TT,3_TT-277-172-042,R,T,L,T
data_3_TT,3_TT-277-172-073,R,T,L,T
data_3_TT,3_TT-277-172-104,R,T,L,T
data_3_TT,3_TT-277-172-135,R,T,L,T
data_3_TT,3_TT-277-172-167,R,T,L,T
data_3_TT,3_TT-277-172-198,R,T,L,T
data_3_TT,3_TT-277-172-229,R,T,L,T
data_3_TT,3_TT-277-172-261,R,T,L,T
data_3_TT,3_TT-277-172-292,R,T,L,T
data_3_TT,3_TT-277-172-323,R,T,L,T
data_3_TT,3_TT-277-172-355,L,T,R,T
data_3_TT,3_TT-277-172-386,L,T,R,T
data_3_TT,3_TT-277-172-417,L,T,R,T
data_3_TT,3_TT-277-172-448,L,T,R,T
data_3_TT,3_TT-277-172-480,L,T,R,T
data_3_TT,3_TT-277-172-511,L,T,R,T
data_3_TT,3_TT-277-172-542,L,T,R,T
data_3_TT,3_TT-277-172-574,L,T,R,T
data_3_TT,3_TT-277-172-605,L,T,R,T
data_3_TT,3_TT-277-172-636,L,T,R,T
data_3_TT,3_TT-277-172-668,L,T,R,T
data_3_TT,3_TT-277-172-699,L,T,R,T
data_3_TT,3_TT-277-172-730,L,T,R,T
data_3_TT,3_TT-277-172-761,L,T,R,T
data_3_TT,3_TT-277-172-793,L,T,R,T
data_3_TT,3_TT-277-172-824_K,L,T,R,T
data_3_TT,3_TT-277-172-855_K,L,T,R,T
data_3_TT,3_TT-277-172-887_K,L,T,R,T
data_3_TT,3_TT-277-172-918,L,T,R,T
data_3_TT,3_TT-277-172-949,L,T,R,T
data_3_TT,3_TT-277-172-981,L,T,R,T
data_3_sLR,3_sLR-337-119-038,L,R,L,R
data_3_sLR,3_sLR-337-119-171,L,R,L,R
data_3_sLR,3_sLR-337-119-303,L,R,L,R
data_3_sLR,3_sLR-337-119-435,L,R,L,R
data_3_sLR,3_sLR-337-119-568,L,R,L,R
data_3_sLR,3_sLR-337-119-780,L,R,L,R
data_3_sLR,3_sLR-339-173-038,L,R,L,R
data_3_sLR,3_sLR-339-173-171,L,R,L,R
data_3_sLR,3_sLR-342-174-038,L,R,L,R
data_3_sLR,3_sLR-342-174-170,L,R,L,R
data_3_sLR,3_sLR-342-174-302,L,R,L,R
data_3_sLR,3_sLR-342-174-435_K,L,R,L,R
data_3_sLR,3_sLR-342-174-567_K,L,R,L,R
data_3_sLR,3_sLR-342-174-699_K,L,R,L,R
data_3_sLR,3_sLR-342-174-832,L,R,L,R
data_3_sLR,3_sLR-343-118-038,L,R,L,R
data_3_sLR,3_sLR-343-118-170,L,R,L,R
data_3_sLR,3_sLR-343-118-303,L,R,L,R
data_3_sLR,3_sLR-343-118-435,L,R,L,R
data_3_sLR,3_sLR-343-118-567,L,R,L,R
data_3_sLR,3_sLR-343-118-699,L,R,L,R
data_3_sLR,3_sLR-343-118-832,L,R,L,R
data_3_sLR,3_sLR-347-174-038,L,R,L,R
data_3_sLR,3_sLR-347-174-170,L,R,L,R
data_3_sLR,3_sLR-347-174-303,L,R,L,R
data_3_sLR,3_sLR-347-174-435,L,R,L,R
data_3_sLR,3_sLR-347-174-567,L,R,L,R
data_3_sLR,3_sLR-347-174-700,L,R,L,R
data_3_sLR,3_sLR-347-174-832,L,R,L,R
data_3_sLR,3_sLR-349-120-031,L,R,L,R
data_3_sLT,3_sLT-105-138-036,L,T,L,T
data_3_sLT,3_sLT-105-138-168,L,T,L,T
data_3_sLT,3_sLT-105-138-301,L,T,L,T
data_3_sLT,3_sLT-105-138-433,L,T,L,T
data_3_sLT,3_sLT-105-138-565,L,T,L,T
data_3_sLT,3_sLT-105-138-698,L,T,L,T
data_3_sLT,3_sLT-105-138-830,L,T,L,T
data_3_sLT,3_sLT-105-150-036,L,T,L,T
data_3_sLT,3_sLT-105-150-168,L,T,L,T
data_3_sLT,3_sLT-105-150-301,L,T,L,T
data_3_sLT,3_sLT-105-150-433_K,L,T,L,T
data_3_sLT,3_sLT-105-150-565_K,L,T,L,T
data_3_sLT,3_sLT-105-150-698_K,L,T,L,T
data_3_sLT,3_sLT-105-150-830,L,T,L,T
data_3_sLT,3_sLT-106-161-035,L,T,L,T
data_3_sLT,3_sLT-106-161-168,L,T,L,T
data_3_sLT,3_sLT-106-161-300,L,T,L,T
data_3_sLT,3_sLT-106-161-432,L,T,L,T
data_3_sLT,3_sLT-106-161-565,L,T,L,T
data_3_sLT,3_sLT-106-161-697,L,T,L,T
data_3_sLT,3_sLT-106-161-829,L,T,L,T
data_3_sLT,3_sLT-106-173-036,L,T,L,T
data_3_sLT,3_sLT-106-173-168,L,T,L,T
data_3_sLT,3_sLT-106-173-301,L,T,L,T
data_3_sLT,3_sLT-106-173-433,L,T,L,T
data_3_sLT,3_sLT-106-173-565,L,T,L,T
data_3_sLT,3_sLT-106-173-698,L,T,L,T
data_3_sLT,3_sLT-106-173-830,L,T,L,T
data_3_sRL,3_sRL-100-097-050,R,L,R,L
data_3_sRL,3_sRL-100-097-103,R,L,R,L
data_3_sRL,3_sRL-100-097-155,R,L,R,L
data_3_sRL,3_sRL-100-097-207,R,L,R,L
data_3_sRL,3_sRL-100-097-260,R,L,R,L
data_3_sRL,3_sRL-100-097-312,R,L,R,L
data_3_sRL,3_sRL-100-097-364,R,L,R,L
data_3_sRL,3_sRL-100-097-417,R,L,R,L
data_3_sRL,3_sRL-100-097-469,R,L,R,L
data_3_sRL,3_sRL-100-097-521,R,L,R,L
data_3_sRL,3_sRL-100-097-574,R,L,R,L
data_3_sRL,3_sRL-100-097-626,R,L,R,L
data_3_sRL,3_sRL-100-097-678,R,L,R,L
data_3_sRL,3_sRL-100-097-731,R,L,R,L
data_3_sRL,3_sRL-100-097-783,R,L,R,L
data_3_sRL,3_sRL-100-097-835,R,L,R,L
data_3_sRL,3_sRL-100-097-888,R,L,R,L
data_3_sRL,3_sRL-100-097-940,R,L,R,L
data_3_sRL,3_sRL-107-095-049,R,L,R,L
data_3_sRL,3_sRL-107-095-102,R,L,R,L
data_3_sRL,3_sRL-107-095-154,R,L,R,L
data_3_sRL,3_sRL-107-095-206,R,L,R,L
data_3_sRL,3_sRL-107-095-259,R,L,R,L
data_3_sRL,3_sRL-107-095-311,R,L,R,L
data_3_sRL,3_sRL-107-095-363_K,R,L,R,L
data_3_sRL,3_sRL-107-095-416_K,R,L,R,L
data_3_sRL,3_sRL-107-095-468_K,R,L,R,L
data_3_sRL,3_sRL-107-095-520,R,L,R,L
data_3_sRL,3_sRL-107-095-573,R,L,R,L
data_3_sRL,3_sRL-107-095-625,R,L,R,L
data_3_sRT,3_sRT-240-108-024,T,R,T,R
data_3_sRT,3_sRT-240-108-035,T,R,T,R
data_3_sRT,3_sRT-240-108-046,T,R,T,R
data_3_sRT,3_sRT-240-108-057,T,R,T,R
data_3_sRT,3_sRT-240-108-068,T,R,T,R
data_3_sRT,3_sRT-240-108-079,T,R,T,R
data_3_sRT,3_sRT-240-108-090,T,R,T,R
data_3_sRT,3_sRT-240-108-101,T,R,T,R
data_3_sRT,3_sRT-240-108-112,T,R,T,R
data_3_sRT,3_sRT-240-108-123,T,R,T,R
data_3_sRT,3_sRT-240-108-134,T,R,T,R
data_3_sRT,3_sRT-240-108-145,T,R,T,R
data_3_sRT,3_sRT-240-108-156,T,R,T,R
data_3_sRT,3_sRT-240-108-167,T,R,T,R
data_3_sRT,3_sRT-240-108-178,T,R,T,R
data_3_sRT,3_sRT-240-108-189,T,R,T,R
data_3_sRT,3_sRT-240-108-200,T,R,T,R
data_3_sRT,3_sRT-240-108-211,T,R,T,R
data_3_sRT,3_sRT-240-108-222,T,R,T,R
data_3_sRT,3_sRT-240-108-255,T,R,T,R
data_3_sRT,3_sRT-240-108-266,T,R,T,R
data_3_sRT,3_sRT-240-108-277,T,R,T,R
data_3_sRT,3_sRT-240-108-288,T,R,T,R
data_3_sRT,3_sRT-240-108-299,T,R,T,R
data_3_sRT,3_sRT-240-108-310_K,T,R,T,R
data_3_sRT,3_sRT-240-108-321_K,T,R,T,R
data_3_sRT,3_sRT-240-108-332_K,T,R,T,R
data_3_sRT,3_sRT-240-108-343,T,R,T,R
data_3_sRT,3_sRT-240-108-354,T,R,T,R
data_3_sRT,3_sRT-240-108-365,T,R,T,R
data_3_sTL,3_sTL-134-158-050,T,L,T,L
data_3_sTL,3_sTL-134-158-102,T,L,T,L
data_3_sTL,3_sTL-134-158-154,T,L,T,L
data_3_sTL,3_sTL-134-158-207,T,L,T,L
data_3_sTL,3_sTL-134-158-259,T,L,T,L
data_3_sTL,3_sTL-134-158-311,T,L,T,L
data_3_sTL,3_sTL-134-158-364,T,L,T,L
data_3_sTL,3_sTL-134-158-416,T,L,T,L
data_3_sTL,3_sTL-134-158-468,T,L,T,L
data_3_sTL,3_sTL-134-158-520,T,L,T,L
data_3_sTL,3_sTL-134-158-573,T,L,T,L
data_3_sTL,3_sTL-134-158-625,T,L,T,L
data_3_sTL,3_sTL-134-158-677,T,L,T,L
data_3_sTL,3_sTL-134-158-730,T,L,T,L
data_3_sTL,3_sTL-134-158-782,T,L,T,L
data_3_sTL,3_sTL-134-158-834,T,L,T,L
data_3_sTL,3_sTL-134-158-887,T,L,T,L
data_3_sTL,3_sTL-134-158-939,T,L,T,L
data_3_sTL,3_sTL-135-171-049,T,L,T,L
data_3_sTL,3_sTL-135-171-101,T,L,T,L
data_3_sTL,3_sTL-135-171-154,T,L,T,L
data_3_sTL,3_sTL-135-171-206,T,L,T,L
data_3_sTL,3_sTL-135-171-258,T,L,T,L
data_3_sTL,3_sTL-135-171-311,T,L,T,L
data_3_sTL,3_sTL-135-171-363_K,T,L,T,L
data_3_sTL,3_sTL-135-171-415_K,T,L,T,L
data_3_sTL,3_sTL-135-171-468_K,T,L,T,L
data_3_sTL,3_sTL-135-171-520_K,T,L,T,L
data_3_sTL,3_sTL-135-171-572,T,L,T,L
data_3_sTL,3_sTL-135-171-624,T,L,T,L
data_3_sTL,3_sTL-135-171-677,T,L,T,L
data_3_sTR,3_sTR-240-108-524,R,T,R,T
data_3_sTR,3_sTR-240-108-535,R,T,R,T
data_3_sTR,3_sTR-240-108-546,R,T,R,T
data_3_sTR,3_sTR-240-108-557,R,T,R,T
data_3_sTR,3_sTR-240-108-568,R,T,R,T
data_3_sTR,3_sTR-240-108-579,R,T,R,T
data_3_sTR,3_sTR-240-108-590,R,T,R,T
data_3_sTR,3_sTR-240-108-601,R,T,R,T
data_3_sTR,3_sTR-240-108-612,R,T,R,T
data_3_sTR,3_sTR-240-108-623,R,T,R,T
data_3_sTR,3_sTR-240-108-634,R,T,R,T
data_3_sTR,3_sTR-240-108-645,R,T,R,T
data_3_sTR,3_sTR-240-108-656,R,T,R,T
data_3_sTR,3_sTR-240-108-667,R,T,R,T
data_3_sTR,3_sTR-240-108-689,R,T,R,T
data_3_sTR,3_sTR-240-108-700,R,T,R,T
data_3_sTR,3_sTR-240-108-711,R,T,R,T
data_3_sTR,3_sTR-240-108-722,R,T,R,T
data_3_sTR,3_sTR-240-108-733,R,T,R,T
data_3_sTR,3_sTR-240-108-744,R,T,R,T
data_3_sTR,3_sTR-240-108-810_K,R,T,R,T
data_3_sTR,3_sTR-240-108-821_K,R,T,R,T
data_3_sTR,3_sTR-240-108-832,R,T,R,T
data_3_sTR,3_sTR-240-108-843,R,T,R,T
data_3_sTR,3_sTR-240-108-854,R,T,R,T
data_3_sTR,3_sTR-240-108-865,R,T,R,T
data_3_sTR,3_sTR-240-108-876,R,T,R,T
data_3_sTR,3_sTR-240-108-887,R,T,R,T
data_3_sTR,3_sTR-240-108-898,R,T,R,T
data_3_sTR,3_sTR-240-108-909_K,R,T,R,T
data_4_CL,4_CL-015-138-028,T,L,R,L
data_4_CL,4_CL-015-138-127,T,L,R,L
data_4_CL,4_CL-015-138-225,T,L,R,L
data_4_CL,4_CL-015-138-323,T,L,R,L
data_4_CL,4_CL-015-138-422,T,L,R,L
data_4_CL,4_CL-015-138-520,T,L,R,L
data_4_CL,4_CL-015-138-618,T,L,R,L
data_4_CL,4_CL-015-138-717,T,L,R,L
data_4_CL,4_CL-015-138-815,T,L,R,L
data_4_CL,4_CL-015-138-913,T,L,R,L
data_4_CL,4_CL-016-106-029,T,L,R,L
data_4_CL,4_CL-016-106-127,T,L,R,L
data_4_CL,4_CL-016-106-225,T,L,R,L
data_4_CL,4_CL-016-106-323,T,L,R,L
data_4_CL,4_CL-016-106-422,T,L,R,L
data_4_CL,4_CL-016-106-520,T,L,R,L
data_4_CL,4_CL-016-106-618,T,L,R,L
data_4_CL,4_CL-016-106-717,T,L,R,L
data_4_CL,4_CL-016-106-815,T,L,R,L
data_4_CL,4_CL-016-106-913,T,L,R,L
data_4_CL,4_CL-328-135-029,T,L,R,L
data_4_CL,4_CL-328-135-127,T,L,R,L
data_4_CL,4_CL-328-135-225,T,L,R,L
data_4_CL,4_CL-328-135-324_K,T,L,R,L
data_4_CL,4_CL-328-135-422,T,L,R,L
data_4_CL,4_CL-328-135-520,T,L,R,L
data_4_CL,4_CL-328-135-619,T,L,R,L
data_4_CL,4_CL-328-135-717,T,L,R,L
data_4_CL,4_CL-328-135-815,T,L,R,L
data_4_CL,4_CL-328-135-914,T,L,R,L
data_4_CR,4_CR-162-123-011,L,R,T,R
data_4_CR,4_CR-162-123-043,L,R,T,R
data_4_CR,4_CR-162-123-074,L,R,T,R
data_4_CR,4_CR-162-123-105,L,R,T,R
data_4_CR,4_CR-162-123-137,L,R,T,R
data_4_CR,4_CR-162-123-168,L,R,T,R
data_4_CR,4_CR-162-123-199,L,R,T,R
data_4_CR,4_CR-162-123-231,L,R,T,R
data_4_CR,4_CR-162-123-262,L,R,T,R
data_4_CR,4_CR-162-123-293,L,R,T,R
data_4_CR,4_CR-162-123-325,L,R,T,R
data_4_CR,4_CR-162-123-356,L,R,T,R
data_4_CR,4_CR-162-123-387,L,R,T,R
data_4_CR,4_CR-162-123-419,L,R,T,R
data_4_CR,4_CR-162-123-513,L,R,T,R
data_4_CR,4_CR-162-123-544_K,L,R,T,R
data_4_CR,4_CR-162-123-575_K,L,R,T,R
data_4_CR,4_CR-162-123-607_K,L,R,T,R
data_4_CR,4_CR-162-123-638,L,R,T,R
data_4_CR,4_CR-162-123-669,L,R,T,R
data_4_CR,4_CR-162-123-701,L,R,T,R
data_4_CR,4_CR-162-123-732,L,R,T,R
data_4_CR,4_CR-162-123-763,L,R,T,R
data_4_CR,4_CR-162-123-795,L,R,T,R
data_4_CR,4_CR-162-123-826,L,R,T,R
data_4_CR,4_CR-162-123-857,L,R,T,R
data_4_CR,4_CR-162-123-889,L,R,T,R
data_4_CR,4_CR-162-123-920,L,R,T,R
data_4_CR,4_CR-162-123-951,L,R,T,R
data_4_CR,4_CR-162-123-983,L,R,T,R
data_4_CT,4_CT-238-157-019,L,T,R,T
data_4_CT,4_CT-238-157-051,L,T,R,T
data_4_CT,4_CT-238-157-082,L,T,R,T
data_4_CT,4_CT-238-157-113,L,T,R,T
data_4_CT,4_CT-238-157-145,L,T,R,T
data_4_CT,4_CT-238-157-176,L,T,R,T
data_4_CT,4_CT-238-157-207,L,T,R,T
data_4_CT,4_CT-238-157-239,L,T,R,T
data_4_CT,4_CT-238-157-270,L,T,R,T
data_4_CT,4_CT-238-157-301,L,T,R,T
data_4_CT,4_CT-238-157-333,L,T,R,T
data_4_CT,4_CT-238-157-364,L,T,R,T
data_4_CT,4_CT-238-157-395,L,T,R,T
data_4_CT,4_CT-238-157-427,L,T,R,T
data_4_CT,4_CT-238-157-458_K,L,T,R,T
data_4_CT,4_CT-238-157-489_K,L,T,R,T
data_4_CT,4_CT-238-157-521_K,L,T,R,T
data_4_CT,4_CT-238-157-552,L,T,R,T
data_4_CT,4_CT-238-157-583,L,T,R,T
data_4_CT,4_CT-238-157-615,L,T,R,T
data_4_CT,4_CT-238-157-646,L,T,R,T
data_4_CT,4_CT-238-157-677,L,T,R,T
data_4_CT,4_CT-238-157-709,L,T,R,T
data_4_CT,4_CT-238-157-740,L,T,R,T
data_4_CT,4_CT-238-157-771,L,T,R,T
data_4_CT,4_CT-238-157-803,L,T,R,T
data_4_CT,4_CT-238-157-834,L,T,R,T
data_4_CT,4_CT-238-157-865,L,T,R,T
data_4_CT,4_CT-238-157-897,L,T,R,T
data_4_CT,4_CT-238-157-928,L,T,R,T
data_4_CT,4_CT-238-157-959,L,T,R,T
data_4_TL,4_TL-029-146-504,T,L,R,L
data_4_TL,4_TL-030-169-031,T,L,R,L
data_4_TL,4_TL-030-169-504,T,L,R,L
data_4_TL,4_TL-036-145-031,T,L,R,L
data_4_TL,4_TL-036-145-504,T,L,R,L
data_4_TL,4_TL-036-169-031,T,L,R,L
data_4_TL,4_TL-036-169-504,T,L,R,L
data_4_TL,4_TL-051-080-031,T,L,R,L
data_4_TL,4_TL-052-166-031,T,L,R,L
data_4_TL,4_TL-054-104-032,T,L,R,L
data_4_TL,4_TL-058-166-031,T,L,R,L
data_4_TL,4_TL-058-166-505,T,L,R,L
data_4_TL,4_TL-059-141-031_K,T,L,R,L
data_4_TL,4_TL-059-141-504,T,L,R,L
data_4_TL,4_TL-064-078-031,T,L,R,L
data_4_TL,4_TL-064-078-505,T,L,R,L
data_4_TL,4_TL-064-102-031,T,L,R,L
data_4_TL,4_TL-064-102-505_K,T,L,R,L
data_4_TL,4_TL-069-144-031,T,L,R,L
data_4_TL,4_TL-069-144-504,T,L,R,L
data_4_TL,4_TL-070-167-031,T,L,R,L
data_4_TL,4_TL-070-167-504,T,L,R,L
data_4_TL,4_TL-077-142-031_K,T,L,R,L
data_4_TL,4_TL-077-142-504,T,L,R,L
data_4_TL,4_TL-077-167-031,T,L,R,L
data_4_TL,4_TL-128-124-031,T,L,R,L
data_4_TL,4_TL-136-098-032,T,L,R,L
data_4_TL,4_TL-136-098-505,T,L,R,L
data_4_TL,4_TL-137-122-032,T,L,R,L
data_4_TL,4_TL-137-122-505,T,L,R,L
data_4_TR,4_TR-201-126-014,L,R,T,R
data_4_TR,4_TR-201-126-046,L,R,T,R
data_4_TR,4_TR-201-126-077,L,R,T,R
data_4_TR,4_TR-201-126-108,L,R,T,R
data_4_TR,4_TR-201-126-140,L,R,T,R
data_4_TR,4_TR-201-126-171,L,R,T,R
data_4_TR,4_TR-201-126-202,L,R,T,R
data_4_TR,4_TR-201-126-234,L,R,T,R
data_4_TR,4_TR-201-126-265,L,R,T,R
data_4_TR,4_TR-201-126-296,L,R,T,R
data_4_TR,4_TR-201-126-328,L,R,T,R
data_4_TR,4_TR-201-126-359,L,R,T,R
data_4_TR,4_TR-201-126-390,L,R,T,R
data_4_TR,4_TR-201-126-422,L,R,T,R
data_4_TR,4_TR-201-126-453,L,R,T,R
data_4_TR,4_TR-201-126-484,L,R,T,R
data_4_TR,4_TR-201-126-516,L,R,T,R
data_4_TR,4_TR-201-126-547,L,R,T,R
data_4_TR,4_TR-201-126-578,L,R,T,R
data_4_TR,4_TR-201-126-610,L,R,T,R
data_4_TR,4_TR-201-126-641,L,R,T,R
data_4_TR,4_TR-201-126-672,L,R,T,R
data_4_TR,4_TR-201-126-704,L,R,T,R
data_4_TR,4_TR-201-126-735,L,R,T,R
data_4_TR,4_TR-201-126-766,L,R,T,R
data_4_TR,4_TR-201-126-798,L,R,T,R
data_4_TR,4_TR-201-126-829_K,L,R,T,R
data_4_TR,4_TR-201-126-860_K,L,R,T,R
data_4_TR,4_TR-201-126-892_K,L,R,T,R
data_4_TR,4_TR-201-126-923,L,R,T,R
data_4_TR,4_TR-201-126-954,L,R,T,R
data_4_TR,4_TR-201-126-986,L,R,T,R
data_4_TT,4_TT-290-174-066,L,T,R,T
data_4_TT,4_TT-290-174-097,L,T,R,T
data_4_TT,4_TT-290-174-128,L,T,R,T
data_4_TT,4_TT-290-174-160,L,T,R,T
data_4_TT,4_TT-290-174-191,L,T,R,T
data_4_TT,4_TT-290-174-222,L,T,R,T
data_4_TT,4_TT-290-174-253,L,T,R,T
data_4_TT,4_TT-290-174-285,L,T,R,T
data_4_TT,4_TT-290-174-316,L,T,R,T
data_4_TT,4_TT-290-174-347,L,T,R,T
data_4_TT,4_TT-290-174-379,L,T,R,T
data_4_TT,4_TT-290-174-410,L,T,R,T
data_4_TT,4_TT-290-174-441,L,T,R,T
data_4_TT,4_TT-290-174-473,L,T,R,T
data_4_TT,4_TT-290-174-504,L,T,R,T
data_4_TT,4_TT-290-174-535,L,T,R,T
data_4_TT,4_TT-290-174-566,L,T,R,T
data_4_TT,4_TT-290-174-598,L,T,R,T
data_4_TT,4_TT-290-174-629,L,T,R,T
data_4_TT,4_TT-290-174-660,L,T,R,T
data_4_TT,4_TT-290-174-692,L,T,R,T
data_4_TT,4_TT-290-174-723,L,T,R,T
data_4_TT,4_TT-290-174-754,L,T,R,T
data_4_TT,4_TT-290-174-786,L,T,R,T
data_4_TT,4_TT-290-174-817_K,L,T,R,T
data_4_TT,4_TT-290-174-848_K,L,T,R,T
data_4_TT,4_TT-290-174-879_K,L,T,R,T
data_4_TT,4_TT-290-174-911,L,T,R,T
data_4_TT,4_TT-290-174-942,L,T,R,T
data_4_sLR,4_sLR-344-109-129,L,R,L,R
data_4_sLR,4_sLR-344-109-262,L,R,L,R
data_4_sLR,4_sLR-344-109-394,L,R,L,R
data_4_sLR,4_sLR-344-109-603,L,R,L,R
data_4_sLR,4_sLR-344-109-813,L,R,L,R
data_4_sLR,4_sLR-348-166-134,L,R,L,R
data_4_sLR,4_sLR-348-166-267,L,R,L,R
data_4_sLR,4_sLR-348-166-399_K,L,R,L,R
data_4_sLR,4_sLR-348-166-531_K,L,R,L,R
data_4_sLR,4_sLR-348-166-663_K,L,R,L,R
data_4_sLR,4_sLR-348-166-796,L,R,L,R
data_4_sLR,4_sLR-350-109-126,L,R,L,R
data_4_sLR,4_sLR-350-109-258,L,R,L,R
data_4_sLR,4_sLR-350-109-391,L,R,L,R
data_4_sLR,4_sLR-350-109-523,L,R,L,R
data_4_sLR,4_sLR-350-109-655,L,R,L,R
data_4_sLR,4_sLR-350-109-788,L,R,L,R
data_4_sLR,4_sLR-352-165-030,L,R,L,R
data_4_sLR,4_sLR-352-165-163,L,R,L,R
data_4_sLR,4_sLR-352-165-295,L,R,L,R
data_4_sLR,4_sLR-352-165-427,L,R,L,R
data_4_sLR,4_sLR-352-165-560,L,R,L,R
data_4_sLR,4_sLR-352-165-692,L,R,L,R
data_4_sLR,4_sLR-352-165-824,L,R,L,R
data_4_sLT,4_sLT-101-138-039,L,T,L,T
data_4_sLT,4_sLT-101-138-171,L,T,L,T
data_4_sLT,4_sLT-101-138-303,L,T,L,T
data_4_sLT,4_sLT-101-138-436,L,T,L,T
data_4_sLT,4_sLT-101-138-568,L,T,L,T
data_4_sLT,4_sLT-101-138-700,L,T,L,T
data_4_sLT,4_sLT-101-138-833,L,T,L,T
data_4_sLT,4_sLT-102-150-039,L,T,L,T
data_4_sLT,4_sLT-102-150-171,L,T,L,T
data_4_sLT,4_sLT-102-150-303,L,T,L,T
data_4_sLT,4_sLT-102-150-436,L,T,L,T
data_4_sLT,4_sLT-102-150-568,L,T,L,T
data_4_sLT,4_sLT-102-150-700,L,T,L,T
data_4_sLT,4_sLT-102-150-833,L,T,L,T
data_4_sLT,4_sLT-102-162-040,L,T,L,T
data_4_sLT,4_sLT-102-162-172,L,T,L,T
data_4_sLT,4_sLT-102-162-304,L,T,L,T
data_4_sLT,4_sLT-102-162-437,L,T,L,T
data_4_sLT,4_sLT-102-162-569,L,T,L,T
data_4_sLT,4_sLT-102-162-701,L,T,L,T
data_4_sLT,4_sLT-102-162-834,L,T,L,T
data_4_sLT,4_sLT-102-174-039,L,T,L,T
data_4_sLT,4_sLT-102-174-172_K,L,T,L,T
data_4_sLT,4_sLT-102-174-304_K,L,T,L,T
data_4_sLT,4_sLT-102-174-436_K,L,T,L,T
data_4_sLT,4_sLT-102-174-569,L,T,L,T
data_4_sLT,4_sLT-102-174-701,L,T,L,T
data_4_sLT,4_sLT-102-174-833,L,T,L,T
data_4_sRL,4_sRL-095-090-047,R,L,R,L
data_4_sRL,4_sRL-095-090-100,R,L,R,L
data_4_sRL,4_sRL-095-090-152,R,L,R,L
data_4_sRL,4_sRL-095-090-204,R,L,R,L
data_4_sRL,4_sRL-095-090-257,R,L,R,L
data_4_sRL,4_sRL-095-090-309,R,L,R,L
data_4_sRL,4_sRL-095-090-361_K,R,L,R,L
data_4_sRL,4_sRL-095-090-414_K,R,L,R,L
data_4_sRL,4_sRL-095-090-466_K,R,L,R,L
data_4_sRL,4_sRL-095-090-518_K,R,L,R,L
data_4_sRL,4_sRL-095-090-571_K,R,L,R,L
data_4_sRL,4_sRL-095-090-623,R,L,R,L
data_4_sRL,4_sRL-095-090-675,R,L,R,L
data_4_sRL,4_sRL-095-090-728,R,L,R,L
data_4_sRL,4_sRL-103-088-048,R,L,R,L
data_4_sRL,4_sRL-103-088-101,R,L,R,L
data_4_sRL,4_sRL-103-088-153,R,L,R,L
data_4_sRL,4_sRL-103-088-205,R,L,R,L
data_4_sRL,4_sRL-103-088-258,R,L,R,L
data_4_sRL,4_sRL-103-088-310,R,L,R,L
data_4_sRL,4_sRL-103-088-362,R,L,R,L
data_4_sRL,4_sRL-103-088-415,R,L,R,L
data_4_sRL,4_sRL-103-088-467,R,L,R,L
data_4_sRL,4_sRL-103-088-519,R,L,R,L
data_4_sRL,4_sRL-103-088-572,R,L,R,L
data_4_sRL,4_sRL-103-088-624,R,L,R,L
data_4_sRL,4_sRL-103-088-676,R,L,R,L
data_4_sRL,4_sRL-103-088-729,R,L,R,L
data_4_sRL,4_sRL-103-088-781,R,L,R,L
data_4_sRL,4_sRL-103-088-833,R,L,R,L
data_4_sRL,4_sRL-103-088-886,R,L,R,L
data_4_sRL,4_sRL-103-088-938,R,L,R,L
data_4_sRT,4_sRT-246-096-525,T,R,T,R
data_4_sRT,4_sRT-246-096-535,T,R,T,R
data_4_sRT,4_sRT-246-096-546,T,R,T,R
data_4_sRT,4_sRT-246-096-619,T,R,T,R
data_4_sRT,4_sRT-246-096-629,T,R,T,R
data_4_sRT,4_sRT-246-096-639,T,R,T,R
data_4_sRT,4_sRT-246-096-650,T,R,T,R
